u,v,Kc_base,Kc_new,delta,pred,deriv_mean,is_braess,correct
0,3,0.8000000000000629,0.8100000000000629,0.010000000000000009,True,0.05786518402418239,True,True
0,6,0.8000000000000629,0.8100000000000629,0.010000000000000009,True,0.06342658594455153,True,True
0,7,0.8000000000000629,0.8100000000000629,0.010000000000000009,True,0.06787083549360173,True,True
0,8,0.8000000000000629,0.8100000000000629,0.010000000000000009,True,0.06519724571676333,True,True
0,15,0.8000000000000629,0.8200000000000629,0.020000000000000018,True,0.05018605530347653,True,True
0,16,0.8000000000000629,0.8100000000000629,0.010000000000000009,True,0.06790655087321129,True,True
2,5,0.8000000000000629,0.8100000000000629,0.010000000000000009,False,-0.00031297882205594263,True,False
2,16,0.8000000000000629,0.8100000000000629,0.010000000000000009,True,0.0716270283995386,True,True
5,16,0.8000000000000629,0.8100000000000629,0.010000000000000009,True,0.0019881806473065478,True,True
6,12,0.8000000000000629,0.8100000000000629,0.010000000000000009,True,0.00661463334117296,True,True
7,11,0.8000000000000629,0.8100000000000629,0.010000000000000009,False,-0.0010187197444482265,True,False
9,16,0.8000000000000629,0.8100000000000629,0.010000000000000009,True,0.008664307237041369,True,True
11,12,0.8000000000000629,0.8100000000000629,0.010000000000000009,True,0.0017646645240494419,True,True
14,16,0.8000000000000629,0.8100000000000629,0.010000000000000009,True,0.002865460184394708,True,True
