row_index,run_id,graph_type,n,edge_u,edge_v,delta_obs,baseline_Kc_csv,new_Kc_csv,dK_da_pred,sign_match,Kc_from_continuation,Kc_refined,augment_res_norm,Hx_condition_number,linear_system_residual
65,1759450649_7,rgn,19,7,10,0.0699999999999985,2.0300000000000633,2.100000000000062,1.0505127902296951,True,2.0300000000000633,2.0299999936979893,1.9738207662793518e-15,478696259519.4122,3.9941049537922237e-14
66,1759450649_7,rgn,19,7,15,0.0599999999999987,2.0300000000000633,2.090000000000062,1.3313644461482377,True,2.0300000000000633,2.0299999936979893,1.9738207662793518e-15,478696259519.4122,6.171711954472422e-14
67,1759450649_7,rgn,19,7,17,0.0099999999999997,2.0300000000000633,2.040000000000063,1.018782247806334,True,2.0300000000000633,2.0299999936979893,1.9738207662793518e-15,478696259519.4122,4.9193336431183926e-14
68,1759450649_7,rgn,19,7,18,0.1199999999999974,2.0300000000000633,2.1500000000000608,2.5346561825037996,True,2.0300000000000633,2.0299999936979893,1.9738207662793518e-15,478696259519.4122,1.2297909500726064e-13
69,1759450649_7,rgn,19,8,9,0.0699999999999985,2.0300000000000633,2.100000000000062,1.6799974632678714,True,2.0300000000000633,2.0299999936979893,1.9738207662793518e-15,478696259519.4122,8.424208542975535e-14
70,1759450649_7,rgn,19,8,10,0.0099999999999997,2.0300000000000633,2.040000000000063,0.15624835815390237,True,2.0300000000000633,2.0299999936979893,1.9738207662793518e-15,478696259519.4122,6.716660720175566e-15
71,1759450649_7,rgn,19,8,15,0.0299999999999993,2.0300000000000633,2.0600000000000627,0.7575268585127335,True,2.0300000000000633,2.0299999936979893,1.9738207662793518e-15,478696259519.4122,3.545300983801053e-14
72,1759450649_7,rgn,19,8,18,0.0799999999999983,2.0300000000000633,2.1100000000000616,2.132923154775357,True,2.0300000000000633,2.0299999936979893,1.9738207662793518e-15,478696259519.4122,9.594239380209837e-14
73,1759450649_7,rgn,19,9,11,0.0799999999999983,2.0300000000000633,2.1100000000000616,1.167944501504525,True,2.0300000000000633,2.0299999936979893,1.9738207662793518e-15,478696259519.4122,7.294915603083681e-14
74,1759450649_7,rgn,19,9,13,0.0399999999999991,2.0300000000000633,2.0700000000000625,1.0528960916372838,True,2.0300000000000633,2.0299999936979893,1.9738207662793518e-15,478696259519.4122,6.953956565199264e-14
75,1759450649_7,rgn,19,9,17,0.0299999999999993,2.0300000000000633,2.0600000000000627,-0.49162225674978377,False,2.0300000000000633,2.0299999936979893,1.9738207662793518e-15,478696259519.4122,2.074241999071675e-14
76,1759450649_7,rgn,19,10,11,0.0399999999999991,2.0300000000000633,2.0700000000000625,0.6016630382672947,True,2.0300000000000633,2.0299999936979893,1.9738207662793518e-15,478696259519.4122,2.3241087419994797e-14
77,1759450649_7,rgn,19,11,15,0.0499999999999989,2.0300000000000633,2.0800000000000622,0.9694604837290167,True,2.0300000000000633,2.0299999936979893,1.9738207662793518e-15,478696259519.4122,4.473553562473667e-14
78,1759450649_7,rgn,19,11,17,0.0099999999999997,2.0300000000000633,2.040000000000063,0.71786595880443,True,2.0300000000000633,2.0299999936979893,1.9738207662793518e-15,478696259519.4122,3.706586823362219e-14
79,1759450649_7,rgn,19,11,18,0.0999999999999978,2.0300000000000633,2.130000000000061,2.1614443350715487,True,2.0300000000000633,2.0299999936979893,1.9738207662793518e-15,478696259519.4122,9.826133692474591e-14
80,1759450649_7,rgn,19,13,18,0.0699999999999985,2.0300000000000633,2.100000000000062,1.5919578627492925,True,2.0300000000000633,2.0299999936979893,1.9738207662793518e-15,478696259519.4122,6.927761754936637e-14
81,1759450649_7,rgn,19,17,18,0.0599999999999987,2.0300000000000633,2.090000000000062,0.4538015608565589,True,2.0300000000000633,2.0299999936979893,1.9738207662793518e-15,478696259519.4122,1.6330932448979122e-14
82,1759450716_9,rgn,13,0,11,0.0199999999999995,2.2600000000000584,2.280000000000058,0.09694205248775077,True,2.2600000000000584,2.2600000136779284,2.3962611481530413e-15,101689010063.45758,2.349255034231254e-15
83,1759450716_9,rgn,13,2,8,0.0299999999999993,2.2600000000000584,2.2900000000000578,0.06527590256460175,True,2.2600000000000584,2.2600000136779284,2.3962611481530413e-15,101689010063.45758,6.017409453607072e-16
84,1759450716_9,rgn,13,5,8,0.0999999999999978,2.2600000000000584,2.3600000000000563,-0.023415462255027126,False,2.2600000000000584,2.2600000136779284,2.3962611481530413e-15,101689010063.45758,5.248438220388538e-15
85,1759450716_9,rgn,13,6,10,0.0299999999999993,2.2600000000000584,2.2900000000000578,0.07472833335695356,True,2.2600000000000584,2.2600000136779284,2.3962611481530413e-15,101689010063.45758,2.4096969687316634e-15
86,1759450716_9,rgn,13,7,9,0.0299999999999993,2.2600000000000584,2.2900000000000578,0.026418935191522518,True,2.2600000000000584,2.2600000136779284,2.3962611481530413e-15,101689010063.45758,1.1038278078956733e-15
87,1759450716_9,rgn,13,8,10,0.0499999999999989,2.2600000000000584,2.3100000000000573,-0.34193155511276846,False,2.2600000000000584,2.2600000136779284,2.3962611481530413e-15,101689010063.45758,9.714294613210109e-15
88,1759450716_9,rgn,13,10,11,0.0399999999999991,2.2600000000000584,2.3000000000000576,0.06235821896150654,True,2.2600000000000584,2.2600000136779284,2.3962611481530413e-15,101689010063.45758,4.075325265173946e-15
89,1759450723_10,rgn,12,1,3,0.0099999999999997,4.100000000000019,4.110000000000019,-4.617959072690178e-05,False,4.100000000000019,4.099999990322378,2.0110825152671374e-15,120816654537.33693,1.4848649695146907e-15
90,1759450739_12,rgn,12,2,11,0.04,1.4900000000000635,1.5300000000000635,-0.1227602067826922,False,1.4900000000000635,1.4900000020725377,8.029952337223718e-16,91959766374.34584,3.5130607478724128e-15
91,1759450739_12,rgn,12,3,11,0.04,1.4900000000000635,1.5300000000000635,-0.08271194458320316,False,1.4900000000000635,1.4900000020725377,8.029952337223718e-16,91959766374.34584,2.72820789050903e-15
92,1759450739_12,rgn,12,5,11,0.03,1.4900000000000635,1.5200000000000635,-0.050419218473824384,False,1.4900000000000635,1.4900000020725377,8.029952337223718e-16,91959766374.34584,2.163438619349693e-15
93,1759450739_12,rgn,12,8,11,0.02,1.4900000000000635,1.5100000000000635,0.03981676110796785,True,1.4900000000000635,1.4900000020725377,8.029952337223718e-16,91959766374.34584,3.188161931949103e-15
94,1759450739_12,rgn,12,9,11,0.01,1.4900000000000635,1.5000000000000635,0.005886296979786908,True,1.4900000000000635,1.4900000020725377,8.029952337223718e-16,91959766374.34584,1.2418188823109634e-15
95,1759450841_14,rgn,13,1,3,0.02,1.4200000000000634,1.4400000000000637,-0.0773535693464075,False,1.4200000000000634,1.4200000058706541,1.608246743824571e-15,60244547758.070404,1.6295677431723412e-15
96,1759450841_14,rgn,13,1,5,0.02,1.4200000000000634,1.4400000000000637,-0.12332677675387714,False,1.4200000000000634,1.4200000058706541,1.608246743824571e-15,60244547758.070404,1.301387821299547e-15
97,1759450841_14,rgn,13,2,3,0.01,1.4200000000000634,1.4300000000000634,-0.22754721274839537,False,1.4200000000000634,1.4200000058706541,1.608246743824571e-15,60244547758.070404,1.3604188147332052e-15
98,1759450841_14,rgn,13,2,5,0.02,1.4200000000000634,1.4400000000000637,-0.30632259525815686,False,1.4200000000000634,1.4200000058706541,1.608246743824571e-15,60244547758.070404,2.240770700878308e-15
99,1759450841_14,rgn,13,3,12,0.01,1.4200000000000634,1.4300000000000634,-0.18087257444936788,False,1.4200000000000634,1.4200000058706541,1.608246743824571e-15,60244547758.070404,1.6672584681985847e-15
100,1759450841_14,rgn,13,5,8,0.02,1.4200000000000634,1.4400000000000637,-0.2949120879326143,False,1.4200000000000634,1.4200000058706541,1.608246743824571e-15,60244547758.070404,2.7182289107568345e-15
101,1759450841_14,rgn,13,5,10,0.01,1.4200000000000634,1.4300000000000634,-0.012258430336000735,False,1.4200000000000634,1.4200000058706541,1.608246743824571e-15,60244547758.070404,2.294334424583887e-16
102,1759450841_14,rgn,13,5,12,0.01,1.4200000000000634,1.4300000000000634,-0.2469379593621402,False,1.4200000000000634,1.4200000058706541,1.608246743824571e-15,60244547758.070404,1.9523067892128984e-15
103,1759450894_16,rgn,14,0,7,0.0099999999999997,3.1400000000000396,3.150000000000039,-7.500613334962255,False,3.1400000000000396,3.1399999942988273,1.958877552723078e-15,1422235709584.37,1.870166030271271e-13
104,1759450894_16,rgn,14,1,7,0.0099999999999997,3.1400000000000396,3.150000000000039,-4.745407108390043,False,3.1400000000000396,3.1399999942988273,1.958877552723078e-15,1422235709584.37,1.1664732990355621e-13
105,1759451060_20,rgn,11,0,4,0.0399999999999991,2.66000000000005,2.700000000000049,0.7106916245321577,True,2.66000000000005,2.660000002263829,1.3434857841951347e-15,139941335540.70007,4.863750245435581e-15
106,1759451060_20,rgn,11,0,5,0.0399999999999991,2.66000000000005,2.700000000000049,1.574471928752629,True,2.66000000000005,2.660000002263829,1.3434857841951347e-15,139941335540.70007,1.2726470749481382e-14
107,1759451060_20,rgn,11,0,6,0.0099999999999997,2.66000000000005,2.6700000000000497,0.20908855740675822,True,2.66000000000005,2.660000002263829,1.3434857841951347e-15,139941335540.70007,1.253566915663334e-15
108,1759451060_20,rgn,11,1,2,0.0099999999999997,2.66000000000005,2.6700000000000497,0.028614323535797313,True,2.66000000000005,2.660000002263829,1.3434857841951347e-15,139941335540.70007,4.045013319825099e-16
109,1759451060_20,rgn,11,2,7,0.0099999999999997,2.66000000000005,2.6700000000000497,0.03483490307156948,True,2.66000000000005,2.660000002263829,1.3434857841951347e-15,139941335540.70007,5.617093804698705e-16
110,1759451060_20,rgn,11,3,7,0.0099999999999997,2.66000000000005,2.6700000000000497,0.024285739802919072,True,2.66000000000005,2.660000002263829,1.3434857841951347e-15,139941335540.70007,4.3125660432125703e-16
111,1759451060_20,rgn,11,4,8,0.0599999999999987,2.66000000000005,2.7200000000000486,0.07415078299652642,True,2.66000000000005,2.660000002263829,1.3434857841951347e-15,139941335540.70007,6.674069940523283e-15
112,1759451060_20,rgn,11,5,8,0.0499999999999989,2.66000000000005,2.710000000000049,0.127000406078817,True,2.66000000000005,2.660000002263829,1.3434857841951347e-15,139941335540.70007,1.1425386831772745e-14
113,1759451060_20,rgn,11,5,9,0.0399999999999991,2.66000000000005,2.700000000000049,0.6244370925389088,True,2.66000000000005,2.660000002263829,1.3434857841951347e-15,139941335540.70007,9.061193470362374e-15
114,1759451060_20,rgn,11,6,8,0.0599999999999987,2.66000000000005,2.7200000000000486,0.20604372072481528,True,2.66000000000005,2.660000002263829,1.3434857841951347e-15,139941335540.70007,3.1399867970762844e-15
115,1759451060_20,rgn,11,6,9,0.0599999999999987,2.66000000000005,2.7200000000000486,0.3321806698483311,True,2.66000000000005,2.660000002263829,1.3434857841951347e-15,139941335540.70007,2.409448104995612e-15
116,1759451085_21,rgn,15,1,7,0.03,1.2800000000000633,1.3100000000000631,-0.5411358109384057,False,1.2800000000000633,1.28000000210226,9.438326562311045e-16,293366924990.6586,7.021777534794745e-14
117,1759451085_21,rgn,15,1,8,0.01,1.2800000000000633,1.290000000000063,-0.2910217471103628,False,1.2800000000000633,1.28000000210226,9.438326562311045e-16,293366924990.6586,3.715463378976209e-14
118,1759451085_21,rgn,15,1,13,0.04,1.2800000000000633,1.3200000000000631,0.22044135368969195,True,1.2800000000000633,1.28000000210226,9.438326562311045e-16,293366924990.6586,1.4056791364666152e-14
119,1759451085_21,rgn,15,7,11,0.01,1.2800000000000633,1.290000000000063,-0.47073953621665793,False,1.2800000000000633,1.28000000210226,9.438326562311045e-16,293366924990.6586,5.4564178711109135e-14
120,1759451085_21,rgn,15,11,13,0.02,1.2800000000000633,1.300000000000063,0.18122014114652243,True,1.2800000000000633,1.28000000210226,9.438326562311045e-16,293366924990.6586,1.5408932905878926e-14
121,1759451085_21,rgn,15,12,13,0.02,1.2800000000000633,1.300000000000063,0.28953444677486584,True,1.2800000000000633,1.28000000210226,9.438326562311045e-16,293366924990.6586,2.825043480475514e-14
122,1759451101_22,rgn,14,0,5,0.01,1.6400000000000636,1.6500000000000636,52.14368112844185,True,1.6400000000000636,1.6400000130294479,1.1991075640639561e-15,2580768020593.94,1.8191702807774276e-13
123,1759451101_22,rgn,14,0,12,0.01,1.6400000000000636,1.6500000000000636,37.93717733179248,True,1.6400000000000636,1.6400000130294479,1.1991075640639561e-15,2580768020593.94,1.401275162280939e-13
124,1759451101_22,rgn,14,2,3,0.01,1.6400000000000636,1.6500000000000636,4.685942901354835,True,1.6400000000000636,1.6400000130294479,1.1991075640639561e-15,2580768020593.94,2.256347091007445e-14
125,1759451101_22,rgn,14,2,5,0.06,1.6400000000000636,1.7000000000000637,47.02915748579829,True,1.6400000000000636,1.6400000130294479,1.1991075640639561e-15,2580768020593.94,1.542808372447807e-13
126,1759451101_22,rgn,14,2,12,0.07,1.6400000000000636,1.7100000000000637,55.94561267386698,True,1.6400000000000636,1.6400000130294479,1.1991075640639561e-15,2580768020593.94,2.1335140289611134e-13
127,1759451101_22,rgn,14,2,13,0.05,1.6400000000000636,1.6900000000000637,34.6994612171946,True,1.6400000000000636,1.6400000130294479,1.1991075640639561e-15,2580768020593.94,1.2669443235019734e-13
128,1759451101_22,rgn,14,3,4,0.01,1.6400000000000636,1.6500000000000636,2.2614887656692555,True,1.6400000000000636,1.6400000130294479,1.1991075640639561e-15,2580768020593.94,8.440592543347729e-15
129,1759451101_22,rgn,14,4,13,0.02,1.6400000000000636,1.6600000000000636,12.235014108439811,True,1.6400000000000636,1.6400000130294479,1.1991075640639561e-15,2580768020593.94,4.142941106196664e-14
130,1759451101_22,rgn,14,5,7,0.02,1.6400000000000636,1.6600000000000636,55.18008091233439,True,1.6400000000000636,1.6400000130294479,1.1991075640639561e-15,2580768020593.94,1.6740634576174876e-13
131,1759451101_22,rgn,14,5,9,0.02,1.6400000000000636,1.6600000000000636,49.09126511685261,True,1.6400000000000636,1.6400000130294479,1.1991075640639561e-15,2580768020593.94,1.5018851237504318e-13
132,1759451101_22,rgn,14,7,12,0.03,1.6400000000000636,1.6700000000000637,60.400082874350865,True,1.6400000000000636,1.6400000130294479,1.1991075640639561e-15,2580768020593.94,2.155232505501495e-13
133,1759451101_22,rgn,14,7,13,0.03,1.6400000000000636,1.6700000000000637,30.573050666020066,True,1.6400000000000636,1.6400000130294479,1.1991075640639561e-15,2580768020593.94,1.0879868821633783e-13
134,1759451101_22,rgn,14,8,12,0.01,1.6400000000000636,1.6500000000000636,39.62539500777747,True,1.6400000000000636,1.6400000130294479,1.1991075640639561e-15,2580768020593.94,1.5461552478197149e-13
135,1759451101_22,rgn,14,8,13,0.01,1.6400000000000636,1.6500000000000636,9.507797091718555,True,1.6400000000000636,1.6400000130294479,1.1991075640639561e-15,2580768020593.94,3.418658814110118e-14
136,1759451101_22,rgn,14,9,12,0.01,1.6400000000000636,1.6500000000000636,34.25521627079008,True,1.6400000000000636,1.6400000130294479,1.1991075640639561e-15,2580768020593.94,1.330447883681708e-13
137,1759451169_23,rgn,20,0,10,0.0199999999999995,3.540000000000031,3.5600000000000307,0.30938065907101847,True,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,5.9820982507295514e-15
138,1759451169_23,rgn,20,0,13,0.0199999999999995,3.540000000000031,3.5600000000000307,-0.08863975499579727,False,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,2.9642147451838165e-15
139,1759451169_23,rgn,20,0,19,0.0099999999999997,3.540000000000031,3.550000000000031,-0.020602877886959328,False,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,3.1597176179850624e-16
140,1759451169_23,rgn,20,1,5,0.0699999999999985,3.540000000000031,3.6100000000000296,1.0311920319116679,True,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,2.018628012906597e-14
141,1759451169_23,rgn,20,1,12,0.0399999999999991,3.540000000000031,3.5800000000000303,1.9047699864395502,True,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,4.547371849572204e-14
142,1759451169_23,rgn,20,2,8,0.0099999999999997,3.540000000000031,3.550000000000031,0.009055893540135645,True,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,2.644124052359299e-16
143,1759451169_23,rgn,20,2,10,0.0199999999999995,3.540000000000031,3.5600000000000307,0.15680560488878112,True,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,6.21492053466092e-15
144,1759451169_23,rgn,20,2,13,0.0099999999999997,3.540000000000031,3.550000000000031,0.005703470971821716,True,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,3.3680597946128943e-15
145,1759451169_23,rgn,20,2,19,0.0099999999999997,3.540000000000031,3.550000000000031,0.001161235150341629,True,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,3.7053589738182716e-16
146,1759451169_23,rgn,20,4,12,0.089999999999998,3.540000000000031,3.630000000000029,1.5374363219717255,True,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,2.9679000442369167e-14
147,1759451169_23,rgn,20,6,10,0.0099999999999997,3.540000000000031,3.550000000000031,0.03079139724691038,True,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,3.5395417651306188e-15
148,1759451169_23,rgn,20,6,11,0.0099999999999997,3.540000000000031,3.550000000000031,0.04463077142937846,True,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,9.21254270896541e-16
149,1759451169_23,rgn,20,6,13,0.0199999999999995,3.540000000000031,3.5600000000000307,0.09784961984226628,True,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,4.8023273549558346e-15
150,1759451169_23,rgn,20,6,19,0.0099999999999997,3.540000000000031,3.550000000000031,0.03927176814908994,True,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,1.0638764073293466e-15
151,1759451169_23,rgn,20,7,10,0.0099999999999997,3.540000000000031,3.550000000000031,0.10611803345617644,True,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,4.9839150092407656e-15
152,1759451169_23,rgn,20,7,13,0.0199999999999995,3.540000000000031,3.5600000000000307,0.02404558304517289,True,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,4.794420645574151e-15
153,1759451169_23,rgn,20,7,19,0.0099999999999997,3.540000000000031,3.550000000000031,0.010414195850981398,True,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,1.09543522332694e-15
154,1759451169_23,rgn,20,8,11,0.0099999999999997,3.540000000000031,3.550000000000031,0.024427063754802116,True,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,5.157789777790612e-16
155,1759451169_23,rgn,20,8,13,0.0299999999999993,3.540000000000031,3.5700000000000305,0.05896031318738993,True,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,7.362058527378282e-15
156,1759451169_23,rgn,20,8,18,0.0099999999999997,3.540000000000031,3.550000000000031,0.011668863580573226,True,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,2.826138794114025e-16
157,1759451169_23,rgn,20,8,19,0.0099999999999997,3.540000000000031,3.550000000000031,0.020188748197947786,True,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,6.649413157537448e-16
158,1759451169_23,rgn,20,9,12,0.0599999999999987,3.540000000000031,3.60000000000003,1.1352881102228205,True,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,2.3431204377414567e-14
159,1759451169_23,rgn,20,10,11,0.0199999999999995,3.540000000000031,3.5600000000000307,0.2404526008591229,True,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,5.443419912862249e-15
160,1759451169_23,rgn,20,10,13,0.0399999999999991,3.540000000000031,3.5800000000000303,0.25708462222035905,True,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,1.3397924862388101e-14
161,1759451169_23,rgn,20,10,16,0.0099999999999997,3.540000000000031,3.550000000000031,0.10696111846031107,True,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,6.863412161305272e-15
162,1759451169_23,rgn,20,10,18,0.0199999999999995,3.540000000000031,3.5600000000000307,0.16973464897087817,True,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,4.487822242924881e-15
163,1759451169_23,rgn,20,10,19,0.0199999999999995,3.540000000000031,3.5600000000000307,0.18545649004200054,True,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,6.697040209738449e-15
164,1759451169_23,rgn,20,11,13,0.0099999999999997,3.540000000000031,3.550000000000031,-0.033950918277948376,False,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,2.043036210095383e-15
165,1759451169_23,rgn,20,12,15,0.0799999999999983,3.540000000000031,3.6200000000000294,1.4101826583380257,True,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,2.4981081327571035e-14
166,1759451169_23,rgn,20,13,14,0.0099999999999997,3.540000000000031,3.550000000000031,0.022349428140219403,True,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,8.074413237692384e-16
167,1759451169_23,rgn,20,13,16,0.0199999999999995,3.540000000000031,3.5600000000000307,0.033978519169292176,True,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,2.9132668251784745e-15
168,1759451169_23,rgn,20,13,18,0.0099999999999997,3.540000000000031,3.550000000000031,-0.00022241047692621356,False,3.540000000000031,3.539999991508233,2.5943095953585825e-15,168097292260.73596,2.9798483668930567e-15
169,1759451182_24,er,12,1,4,0.01,0.900000000000063,0.910000000000063,0.016889159885444312,True,0.900000000000063,0.9000000000975859,1.0877919644084146e-15,8639410573250.638,9.96238184354967e-16
170,1759451204_25,er,14,5,8,0.01,0.7200000000000628,0.7300000000000628,0.0051948347096537496,True,0.7200000000000628,0.7199999989023291,1.0277998708388704e-15,108502489428.1097,7.987212370704255e-16
171,1759451204_25,er,14,8,13,0.01,0.7200000000000628,0.7300000000000628,-0.0017049801030995285,False,0.7200000000000628,0.7199999989023291,1.0277998708388704e-15,108502489428.1097,2.9391707237954206e-16
172,1759451249_27,rgn,20,1,2,0.8399999999999821,4.160000000000018,5.0,2.9906241982666257,True,4.160000000000018,4.160000006506667,1.0785573198766601e-14,237937835167.78384,3.644793992533147e-14
173,1759451249_27,rgn,20,1,6,0.7399999999999842,4.160000000000018,4.900000000000002,3.8230397903251854,True,4.160000000000018,4.160000006506667,1.0785573198766601e-14,237937835167.78384,2.983835661358605e-14
174,1759451249_27,rgn,20,1,7,0.1499999999999968,4.160000000000018,4.310000000000015,1.427392604431342,True,4.160000000000018,4.160000006506667,1.0785573198766601e-14,237937835167.78384,1.7260706135576847e-14
175,1759451249_27,rgn,20,1,11,0.3099999999999934,4.160000000000018,4.470000000000011,2.8690909708417127,True,4.160000000000018,4.160000006506667,1.0785573198766601e-14,237937835167.78384,2.198482628359756e-14
176,1759451249_27,rgn,20,1,17,0.3099999999999934,4.160000000000018,4.470000000000011,0.20011944187013841,True,4.160000000000018,4.160000006506667,1.0785573198766601e-14,237937835167.78384,3.3010163127216313e-15
177,1759451249_27,rgn,20,2,3,0.8399999999999821,4.160000000000018,5.0,3.9786201413505498,True,4.160000000000018,4.160000006506667,1.0785573198766601e-14,237937835167.78384,6.716728522420923e-14
178,1759451249_27,rgn,20,2,4,0.8099999999999827,4.160000000000018,4.970000000000001,4.171866245609714,True,4.160000000000018,4.160000006506667,1.0785573198766601e-14,237937835167.78384,5.650815326862439e-14
179,1759451249_27,rgn,20,2,5,0.5199999999999889,4.160000000000018,4.680000000000007,4.822328509535614,True,4.160000000000018,4.160000006506667,1.0785573198766601e-14,237937835167.78384,5.609013035320462e-14
180,1759451249_27,rgn,20,2,8,0.609999999999987,4.160000000000018,4.770000000000005,4.649437647735898,True,4.160000000000018,4.160000006506667,1.0785573198766601e-14,237937835167.78384,5.3118891381662716e-14
181,1759451249_27,rgn,20,2,12,0.8399999999999821,4.160000000000018,5.0,-0.3582943009125549,False,4.160000000000018,4.160000006506667,1.0785573198766601e-14,237937835167.78384,5.688660534035031e-15
182,1759451249_27,rgn,20,2,13,0.8399999999999821,4.160000000000018,5.0,3.1231393821964226,True,4.160000000000018,4.160000006506667,1.0785573198766601e-14,237937835167.78384,4.159550385084064e-14
183,1759451249_27,rgn,20,2,14,0.4499999999999904,4.160000000000018,4.610000000000008,4.494526687193414,True,4.160000000000018,4.160000006506667,1.0785573198766601e-14,237937835167.78384,5.1541405668891765e-14
184,1759451249_27,rgn,20,2,15,0.8399999999999821,4.160000000000018,5.0,2.8363855493677406,True,4.160000000000018,4.160000006506667,1.0785573198766601e-14,237937835167.78384,3.1193302206673577e-14
185,1759451249_27,rgn,20,2,18,0.8399999999999821,4.160000000000018,5.0,5.100160372511264,True,4.160000000000018,4.160000006506667,1.0785573198766601e-14,237937835167.78384,5.223028681620052e-14
186,1759451249_27,rgn,20,2,19,0.8399999999999821,4.160000000000018,5.0,3.2299231503089847,True,4.160000000000018,4.160000006506667,1.0785573198766601e-14,237937835167.78384,3.49227670605142e-14
187,1759451249_27,rgn,20,6,9,0.8399999999999821,4.160000000000018,5.0,0.516609081357974,True,4.160000000000018,4.160000006506667,1.0785573198766601e-14,237937835167.78384,1.5071932334988924e-14
188,1759451249_27,rgn,20,6,10,0.8399999999999821,4.160000000000018,5.0,0.5820593553789228,True,4.160000000000018,4.160000006506667,1.0785573198766601e-14,237937835167.78384,1.5303811575485886e-14
189,1759451249_27,rgn,20,6,12,0.8399999999999821,4.160000000000018,5.0,1.641433541485969,True,4.160000000000018,4.160000006506667,1.0785573198766601e-14,237937835167.78384,3.1465261379059995e-14
190,1759451249_27,rgn,20,6,13,0.7299999999999844,4.160000000000018,4.890000000000002,3.956226914022097,True,4.160000000000018,4.160000006506667,1.0785573198766601e-14,237937835167.78384,3.070936364015667e-14
191,1759451249_27,rgn,20,6,15,0.3699999999999921,4.160000000000018,4.53000000000001,3.8198034712520736,True,4.160000000000018,4.160000006506667,1.0785573198766601e-14,237937835167.78384,3.714867705321395e-14
192,1759451249_27,rgn,20,6,16,0.8399999999999821,4.160000000000018,5.0,-0.17886268252078266,False,4.160000000000018,4.160000006506667,1.0785573198766601e-14,237937835167.78384,5.831152216945689e-15
193,1759451249_27,rgn,20,6,19,0.6699999999999857,4.160000000000018,4.830000000000004,3.891220959117653,True,4.160000000000018,4.160000006506667,1.0785573198766601e-14,237937835167.78384,2.7860527048229142e-14
194,1759451249_27,rgn,20,7,9,0.8399999999999821,4.160000000000018,5.0,1.6967090322874243,True,4.160000000000018,4.160000006506667,1.0785573198766601e-14,237937835167.78384,8.859936950181077e-14
195,1759451249_27,rgn,20,7,10,0.8399999999999821,4.160000000000018,5.0,1.8146505070413717,True,4.160000000000018,4.160000006506667,1.0785573198766601e-14,237937835167.78384,6.985311120417855e-14
196,1759451249_27,rgn,20,7,12,0.8399999999999821,4.160000000000018,5.0,2.239116910327596,True,4.160000000000018,4.160000006506667,1.0785573198766601e-14,237937835167.78384,6.568354289688118e-14
197,1759451249_27,rgn,20,7,13,0.1499999999999968,4.160000000000018,4.310000000000015,1.4542247880259267,True,4.160000000000018,4.160000006506667,1.0785573198766601e-14,237937835167.78384,1.5482451572628172e-14
198,1759451249_27,rgn,20,7,16,0.8399999999999821,4.160000000000018,5.0,1.0370753826296688,True,4.160000000000018,4.160000006506667,1.0785573198766601e-14,237937835167.78384,4.712562982894152e-14
199,1759451249_27,rgn,20,7,19,0.089999999999998,4.160000000000018,4.250000000000016,1.2784804725140861,True,4.160000000000018,4.160000006506667,1.0785573198766601e-14,237937835167.78384,1.3616174097887177e-14
