row_index,run_id,graph_type,n,edge_u,edge_v,delta_obs,baseline_Kc_csv,new_Kc_csv,dK_da_pred,sign_match,Kc_from_continuation,Kc_refined,augment_res_norm,Hx_condition_number,linear_system_residual
30,1759450374_4,rgn,19,5,8,0.0399999999999991,3.2900000000000365,3.3300000000000356,0.12126029610097205,True,3.2900000000000365,3.290000006471771,6.308736778997903e-15,50219255945.742805,1.2890893515300526e-14
31,1759450374_4,rgn,19,5,14,0.0699999999999985,3.2900000000000365,3.360000000000035,0.21185377693275673,True,3.2900000000000365,3.290000006471771,6.308736778997903e-15,50219255945.742805,1.9694610614679075e-14
32,1759450374_4,rgn,19,6,14,0.0099999999999997,3.2900000000000365,3.300000000000036,0.1293735239005056,True,3.2900000000000365,3.290000006471771,6.308736778997903e-15,50219255945.742805,1.4996741712282484e-14
33,1759450374_4,rgn,19,6,17,0.0099999999999997,3.2900000000000365,3.300000000000036,0.0031967877813647047,True,3.2900000000000365,3.290000006471771,6.308736778997903e-15,50219255945.742805,4.259782057325338e-16
34,1759450374_4,rgn,19,8,9,0.0299999999999993,3.2900000000000365,3.320000000000036,0.11105951794927088,True,3.2900000000000365,3.290000006471771,6.308736778997903e-15,50219255945.742805,2.810820520697287e-15
35,1759450374_4,rgn,19,8,15,0.0199999999999995,3.2900000000000365,3.310000000000036,0.08153683656245016,True,3.2900000000000365,3.290000006471771,6.308736778997903e-15,50219255945.742805,4.476298682983527e-15
36,1759450374_4,rgn,19,8,17,0.0799999999999983,3.2900000000000365,3.3700000000000347,0.21372891491698495,True,3.2900000000000365,3.290000006471771,6.308736778997903e-15,50219255945.742805,2.5818801010799438e-14
37,1759450374_4,rgn,19,9,14,0.089999999999998,3.2900000000000365,3.3800000000000345,0.36931760591530655,True,3.2900000000000365,3.290000006471771,6.308736778997903e-15,50219255945.742805,8.147182847251095e-15
38,1759450374_4,rgn,19,10,17,0.0199999999999995,3.2900000000000365,3.310000000000036,0.018197223352896967,True,3.2900000000000365,3.290000006471771,6.308736778997903e-15,50219255945.742805,3.1321967681628854e-15
39,1759450374_4,rgn,19,11,14,0.0299999999999993,3.2900000000000365,3.320000000000036,0.10896641385923479,True,3.2900000000000365,3.290000006471771,6.308736778997903e-15,50219255945.742805,5.745005683316452e-15
40,1759450374_4,rgn,19,11,17,0.0199999999999995,3.2900000000000365,3.310000000000036,0.04109062788820333,True,3.2900000000000365,3.290000006471771,6.308736778997903e-15,50219255945.742805,6.6064358688444845e-15
41,1759450374_4,rgn,19,12,14,0.0199999999999995,3.2900000000000365,3.310000000000036,0.12762384778976668,True,3.2900000000000365,3.290000006471771,6.308736778997903e-15,50219255945.742805,1.2684123514535682e-14
42,1759450374_4,rgn,19,12,17,0.0099999999999997,3.2900000000000365,3.300000000000036,0.012294396778884331,True,3.2900000000000365,3.290000006471771,6.308736778997903e-15,50219255945.742805,1.8278621362313094e-15
43,1759450374_4,rgn,19,14,15,0.0599999999999987,3.2900000000000365,3.350000000000035,0.23302952008764447,True,3.2900000000000365,3.290000006471771,6.308736778997903e-15,50219255945.742805,1.3306500535933112e-14
44,1759450374_4,rgn,19,14,17,0.1099999999999976,3.2900000000000365,3.400000000000034,0.31588894545102947,True,3.2900000000000365,3.290000006471771,6.308736778997903e-15,50219255945.742805,2.825602714594006e-14
45,1759450473_6,rgn,17,1,2,0.089999999999998,2.100000000000062,2.19000000000006,-0.4223467127454686,False,2.100000000000062,2.099999964569611,6.446030115270613e-15,265467065831.10712,2.546636051318318e-14
46,1759450473_6,rgn,17,1,4,0.0199999999999995,2.100000000000062,2.1200000000000614,-0.11654504839526664,False,2.100000000000062,2.099999964569611,6.446030115270613e-15,265467065831.10712,6.2016687057281485e-15
47,1759450473_6,rgn,17,1,5,0.0699999999999985,2.100000000000062,2.1700000000000603,-0.21620930995154508,False,2.100000000000062,2.099999964569611,6.446030115270613e-15,265467065831.10712,1.3771098391580043e-14
48,1759450473_6,rgn,17,1,12,0.1199999999999974,2.100000000000062,2.2200000000000593,-0.3969060451783382,False,2.100000000000062,2.099999964569611,6.446030115270613e-15,265467065831.10712,2.1721856999651517e-14
49,1759450473_6,rgn,17,1,13,0.1099999999999976,2.100000000000062,2.2100000000000595,0.028212584318413936,True,2.100000000000062,2.099999964569611,6.446030115270613e-15,265467065831.10712,2.557193922914581e-14
50,1759450473_6,rgn,17,1,15,0.089999999999998,2.100000000000062,2.19000000000006,0.14553086825581127,True,2.100000000000062,2.099999964569611,6.446030115270613e-15,265467065831.10712,1.777517785963143e-14
51,1759450473_6,rgn,17,1,16,0.0999999999999978,2.100000000000062,2.2000000000000597,-0.20291173061309556,False,2.100000000000062,2.099999964569611,6.446030115270613e-15,265467065831.10712,1.7518706839023627e-14
52,1759450473_6,rgn,17,2,10,0.0299999999999993,2.100000000000062,2.130000000000061,-0.10173911661093142,False,2.100000000000062,2.099999964569611,6.446030115270613e-15,265467065831.10712,7.346512245418957e-15
53,1759450473_6,rgn,17,5,10,0.089999999999998,2.100000000000062,2.19000000000006,-0.0805334961407371,False,2.100000000000062,2.099999964569611,6.446030115270613e-15,265467065831.10712,8.445436815320759e-15
54,1759450473_6,rgn,17,10,12,0.0699999999999985,2.100000000000062,2.1700000000000603,-0.15036455136201987,False,2.100000000000062,2.099999964569611,6.446030115270613e-15,265467065831.10712,1.7461518747958568e-14
55,1759450473_6,rgn,17,10,13,0.0799999999999983,2.100000000000062,2.18000000000006,0.08983437449992478,True,2.100000000000062,2.099999964569611,6.446030115270613e-15,265467065831.10712,8.25818381461483e-15
56,1759450473_6,rgn,17,10,15,0.0599999999999987,2.100000000000062,2.1600000000000605,0.14711740203157142,True,2.100000000000062,2.099999964569611,6.446030115270613e-15,265467065831.10712,1.099949525504695e-14
57,1759450473_6,rgn,17,10,16,0.0599999999999987,2.100000000000062,2.1600000000000605,-0.05234803600977038,False,2.100000000000062,2.099999964569611,6.446030115270613e-15,265467065831.10712,7.720576120375557e-15
58,1759450649_7,rgn,19,1,7,0.0699999999999985,2.0300000000000633,2.100000000000062,1.8793292138817845,True,2.0300000000000633,2.0299999936979893,1.9738207662793518e-15,478696259519.4122,8.527897558817042e-14
59,1759450649_7,rgn,19,1,8,0.0299999999999993,2.0300000000000633,2.0600000000000627,1.0139867569060956,True,2.0300000000000633,2.0299999936979893,1.9738207662793518e-15,478696259519.4122,4.666791773462227e-14
60,1759450649_7,rgn,19,1,11,0.0499999999999989,2.0300000000000633,2.0800000000000622,1.3886017808836861,True,2.0300000000000633,2.0299999936979893,1.9738207662793518e-15,478696259519.4122,6.182316420447282e-14
61,1759450649_7,rgn,19,1,13,0.0299999999999993,2.0300000000000633,2.0600000000000627,0.6807502172168746,True,2.0300000000000633,2.0299999936979893,1.9738207662793518e-15,478696259519.4122,2.95769294826153e-14
62,1759450649_7,rgn,19,1,17,0.0099999999999997,2.0300000000000633,2.040000000000063,0.02027413431514363,True,2.0300000000000633,2.0299999936979893,1.9738207662793518e-15,478696259519.4122,7.295429537899619e-16
63,1759450649_7,rgn,19,4,9,0.0499999999999989,2.0300000000000633,2.0800000000000622,-0.46527175481743016,False,2.0300000000000633,2.0299999936979893,1.9738207662793518e-15,478696259519.4122,2.5924954570387515e-14
64,1759450649_7,rgn,19,7,9,0.0999999999999978,2.0300000000000633,2.130000000000061,1.2036889616290203,True,2.0300000000000633,2.0299999936979893,1.9738207662793518e-15,478696259519.4122,7.908892494262499e-14
