K,r,eigval_no_gauge_0,eigval_no_gauge_1,eigval_no_gauge_2,eigval_no_gauge_3,eigval_no_gauge_4,eigval_no_gauge_5,eigval_no_gauge_6,eigval_no_gauge_7,eigval_no_gauge_8,eigval_no_gauge_9,eigval_no_gauge_10
0.3850000000002197,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.3860000000002197,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.3870000000002197,0.7578827502921123,-2.3585610315561585,-1.8299937324745765,-1.623137633799652,-1.3574309033245888,-1.1311273290121897,-0.9127977720252972,-0.8158954280843165,-0.6120849490196556,-0.5488503234790912,-0.24374335738880903,-0.044772811097188975
0.3880000000002197,0.7646954655204734,-2.3755647485407074,-1.840874012792618,-1.634093690724713,-1.3655193062370048,-1.1425286474424294,-0.9300847802315743,-0.8310244057759254,-0.6242963002895534,-0.5605887938654059,-0.25794876398195116,-0.07274801610371351
0.3890000000002197,0.7696484241108772,-2.389915242735369,-1.8505530835469983,-1.6434939904159198,-1.372891585576587,-1.1523396361686766,-0.9438048664853981,-0.8428188535467428,-0.6344737177944454,-0.5700525190065304,-0.2700163028414765,-0.09034420098912466
0.3900000000002197,0.7738016518152374,-2.403135707184612,-1.8597159066792412,-1.6522340482906406,-1.37994819037902,-1.1614693702260988,-0.9559676226047005,-0.853208914109382,-0.6438109307457007,-0.5785060364992867,-0.28114365980134703,-0.10356189051379444
0.3910000000002197,0.7774721582649511,-2.415680339155963,-1.8685669022893536,-1.6605802501208058,-1.38680951044991,-1.1701882723568218,-0.9671826517141517,-0.8627630733028973,-0.6526559661136605,-0.5863312609216835,-0.2916574146574975,-0.1142200834202699
0.39200000000021973,0.7808071001747064,-2.427759316045705,-1.8772008171483368,-1.668655602813405,-1.3935317578954889,-1.1786212928065007,-0.9777363080324556,-0.8717416196016285,-0.6611664533446779,-0.5937075255856085,-0.3016982961644646,-0.12317109056269017
0.39300000000021973,0.7838893911723785,-2.439490655893906,-1.885670975327087,-1.6765290423862014,-1.4001468152361627,-1.1868385385498281,-0.9877915598584183,-0.8802893702730814,-0.6694290035055546,-0.6007372322254986,-0.3113424981681735,-0.13089664165275042
0.39400000000021973,0.7867713844317378,-2.450948606396022,-1.894011021809679,-1.6842438604693089,-1.4066749639441478,-1.1948841085580502,-0.997452166486836,-0.8884967256745651,-0.6774969108474977,-0.6074860190409735,-0.320638324544449,-0.1376997234796244
0.39500000000021973,0.7894887451374466,-2.4621835552466305,-1.902243868360933,-1.691829388596051,-1.4131301345185683,-1.2027879420944576,-1.006789286127468,-0.8964246459069927,-0.6854055371405096,-0.6139993403571492,-0.32962021271123215,-0.14378453357039406
0.39600000000021973,0.7920671318273043,-2.473231609718202,-1.9103859976789426,-1.699306614155167,-1.4195224387346117,-1.2105715120293221,-1.0158543751865048,-0.9041165986496359,-0.6931796545450565,-0.6203104691298115,-0.33831489947863536,-0.1492955190432077
0.39700000000021973,0.7945257797158276,-2.4841197287456853,-1.918449769486472,-1.7066911859681304,-1.425859529718895,-1.218250871339661,-1.024686151093164,-0.9116049232258239,-0.7008373483289765,-0.626444798772913,-0.3467444039102311,-0.15433860870286198
0.39800000000021973,0.7968795807344393,-2.4948686984961603,-1.9264447578723451,-1.7139951551524488,-1.4321473926228037,-1.2258384175954737,-1.033314659636353,-0.9189144994555315,-0.708392261429452,-0.6324223469002822,-0.3549275841193144,-0.1589936964128907
0.39900000000021973,0.7991403667929913,-2.5054949658193566,-1.9343785755861658,-1.7212280467102592,-1.4383908331767759,-1.2333439791751517,-1.0417637997329958,-0.9260649955659349,-0.7158549658141744,-0.6382593049035662,-0.36288100738692264,-0.16332242351006745
0.40000000000021974,0.8013177408048812,-2.5160118239878426,-1.942257407371463,-1.7283975518655135,-1.4445937945866263,-1.2407755172009263,-1.0500529682055701,-0.9330723139180844,-0.7232338413608068,-0.6439690453450047,-0.37061947040874155,-0.16737325605521414
0.40100000000021974,0.8034196365705999,-2.526430210437677,-1.9500863689894827,-1.7355099933985816,-1.4507595714026176,-1.2481395974886318,-1.0581981743005648,-0.939949558364783,-0.7305356613328735,-0.6495628038820402,-0.37815633233185475,-0.17118491929509314
0.40200000000021974,0.805452708620523,-2.536759261408919,-1.9578697570141228,-1.7425706488661805,-1.4568909587085257,-1.2554417185217994,-1.066212820018009,-0.9467077032278496,-0.7377659950483327,-0.6550501567873247,-0.38550374281312316,-0.17478879046535398
0.40300000000021974,0.8074226113341353,-2.5470067084442385,-1.9656112275561093,-1.7495839814462444,-1.4629903591482116,-1.2626865458378314,-1.0741082617710198,-0.9533560690324872,-0.7449294923246552,-0.660439365128043,-0.3926728082909008,-0.1782106073683071
0.40400000000021974,0.8093342036203192,-2.5571791686791276,-1.9733139272422942,-1.7565538087926238,-1.4690598615751222,-1.2698780836026948,-1.0818942243322962,-0.9599026690287993,-0.7520300890261278,-0.6657376290929485,-0.3996737199540701,-0.1814717141202503
0.40500000000021974,0.8111917021576486,-2.567282361817569,-1.980980591225324,-1.7634834291323311,-1.4751013000697186,-1.2770198028526931,-1.0895791122280905,-0.9663544669068292,-0.7590711585262345,-0.6709512800446591,-0.4065158566175191,-0.18458998596053006
0.40600000000021974,0.812998798227,-2.5773212752764216,-1.988613617874525,-1.7703757171581471,-1.4811162990452804,-1.2841147391159224,-1.09717024821655,-0.9727175719985844,-0.7660556252271455,-0.6760859283331615,-0.4132078702042158,-0.18758052672495057
0.40700000000021974,0.814758748228501,-2.5873002919099513,-1.9962151266229198,-1.7772331981316514,-1.4871063082857134,-1.2911655679356409,-1.1046740588267705,-0.9789973895414719,-0.7729860509199022,-0.681146578989775,-0.4197577585032485,-0.190456202276756
0.40800000000021974,0.8164744448198797,-2.5972232902121735,-2.003787003418228,-1.7840581059724094,-1.493072630559545,-1.2981746641451153,-1.1120962207438938,-0.9851987380302096,-0.7798647013582722,-0.6861377236427834,-0.42617292816263896,-0.1932280536210399
0.40900000000021974,0.8181484735455646,-2.6070937239385854,-2.0113309368979864,-1.790852429381246,-1.4990164436677589,-1.305144148994203,-1.119441777754099,-0.9913259420621444,-0.7866935981913591,-0.6910634145201424,-0.4324602498840067,-0.1959056204834064
0.41000000000021974,0.8197831584390749,-2.6169146861072394,-2.0188484475189257,-1.797617948888156,-1.5049388182551766,-1.312075928056058,-1.126715235223243,-0.9973829066606126,-0.7934745599109391,-0.6959273247441439,-0.43862610719361317,-0.19849719738474444
0.41100000000021975,0.8213805991317203,-2.626688960983449,-2.0263409112616833,-1.8043562669239668,-1.510840732353391,-1.3189717220411024,-1.1339206372005206,-1.0033731774099175,-0.8002092344535412,-0.700732797985691,-0.44467643979791005,-0.20101003821811775
0.41200000000021975,0.8229427013382794,-2.6364190667072784,-2.033809579107415,-1.8110688324633883,-1.5167230833708563,-1.325833092087099,-1.1410616299211043,-1.009299989588117,-0.8068991253914157,-0.7054828897521688,-0.4506167822960973,-0.20345052111309425
0.41300000000021975,0.8244712021204331,-2.64610729055309,-2.0412555931817327,-1.817756961396503,-1.5225866980664238,-1.3326614606986127,-1.1481415145440124,-1.0151663086727283,-0.8135456131479083,-0.7101804020192359,-0.45645229886389405,-0.20582428237140882
