K,r,converged,min_eigval,max_eigval,max_real,num_unstable,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11
2.2260000000000852,0.9954443311604563,True,-16.21850259054546,-9.137791206768574e-16,-1.7442416986206206,0,0.0,-0.09113944835075664,0.044319357131094986,-0.1712816681991881,-0.08978087870793659,-0.17606336870374273,-0.03191329151495508,-0.09065842532324077,-0.1298827982470833,-0.2564214698125662,-0.14454921750515665,-0.30079710764764417
2.227000000000085,0.9954484553362266,True,-16.22586444963513,-3.2094490170171953e-15,-1.7450359762275698,0,0.0,-0.09109821344128174,0.04429924811964652,-0.1712040302749805,-0.08974004259128304,-0.17598370107634648,-0.03189895733314014,-0.0906173100460607,-0.12982385641196664,-0.2563051337895642,-0.14448358535206993,-0.3006607012255111
2.228000000000085,0.9954525738984883,True,-16.233226274212903,4.225723849425167e-15,-1.7458302487692656,0,0.0,-0.09105701597105814,0.044279157443631666,-0.17112646303792184,-0.08969924384662419,-0.17590410579752797,-0.03188463602343288,-0.09057623223433359,-0.12976496833713075,-0.25618890383548903,-0.1444180131089963,-0.3005244190836979
2.229000000000085,0.9954566868574525,True,-16.240588064325866,-2.7666711721252246e-15,-1.746624516252911,0,0.0,-0.09101585588892074,0.04425908507785325,-0.17104896639105396,-0.0896584824223494,-0.1758245827683867,-0.03187032756850181,-0.09053519183661059,-0.12970613394865899,-0.2560727798045736,-0.14435250069347627,-0.30038826105157584
2.230000000000085,0.9954607942233087,True,-16.247949820020978,-2.5683293126616528e-15,-1.7474187786856707,0,0.0,-0.09097473314379784,0.04423903099716072,-0.17097154023759636,-0.08961775826694317,-0.1757451318902025,-0.03185603195104605,-0.09049418880153698,-0.12964735317277015,-0.2559567615513185,-0.14428704802320166,-0.30025222695882897
2.2310000000000847,0.9954648960062219,True,-16.255311541345137,2.47970701380344e-16,-1.7482130360746981,0,0.0,-0.09093364768471114,0.04421899517644972,-0.17089418448094665,-0.08957707132898576,-0.17566575306443624,-0.03184174915379621,-0.09045322307785301,-0.12958862593581974,-0.255840848930493,-0.14422165501601697,-0.3001163166354553
2.2320000000000846,0.995468992216334,True,-16.26267322834517,-3.1753085368700305e-15,-1.7490072884271275,0,0.0,-0.09089259946077548,0.04419897759066203,-0.17081689902467936,-0.08953642155715236,-0.1755864461927285,-0.031827479159513596,-0.09041229461439279,-0.12952995216429825,-0.255725041797133,-0.14415632158991748,-0.2999805299117647
2.2330000000000845,0.9954730828637648,True,-16.2700348810678,-3.090259666220731e-16,-1.7498015357501242,0,0.0,-0.09085158842119846,0.04417897821478571,-0.17073968377254597,-0.08949580890021298,-0.17550721117689955,-0.0318132219509903,-0.09037140336008434,-0.12947133178483133,-0.25560934000654073,-0.1440910476630495,-0.2998448666183784
2.2340000000000844,0.9954771679586102,True,-16.27739649955967,-1.6030347391939392e-15,-1.750595778050771,0,0.0,-0.09081061451528076,0.04415899702385426,-0.17066253862847486,-0.08945523330703296,-0.17542804791894942,-0.031798977511049785,-0.09033054926395011,-0.12941276472418042,-0.2554937434142854,-0.14402583315371092,-0.2997093265862297
2.2350000000000843,0.9954812475109432,True,-16.284758083867327,8.597413616247307e-16,-1.7513900153361914,0,0.0,-0.09076967769241516,0.04413903399294758,-0.17058546349656978,-0.08941469472657126,-0.17534895632105618,-0.03178474582254557,-0.09028973227510524,-0.12935425090924046,-0.2553782518762001,-0.14396067798034884,-0.2995739096465606
2.236000000000084,0.9954853215308143,True,-16.292119634037256,-1.4551607890900003e-15,-1.7521842476134704,0,0.0,-0.0907287779020869,0.04411908909719111,-0.17050845828111066,-0.08937419310788186,-0.17526993628557708,-0.03177052686836238,-0.09024895234275887,-0.1292957902670415,-0.25526286524838393,-0.1438955820615613,-0.29943861563092383
2.237000000000084,0.9954893900282509,True,-16.299481150115845,-4.514753185827026e-17,-1.7529784748896782,0,0.0,-0.09068791509387329,0.044099162311755855,-0.1704315228865524,-0.08933372840011226,-0.17519098771504682,-0.03175632063141523,-0.09020820941621285,-0.12923738272474708,-0.2551475833871992,-0.14383054531609538,-0.29930344437117984
2.238000000000084,0.9954934530132574,True,-16.30684263214938,-8.293646402704153e-16,-1.7537726971718866,0,0.0,-0.09064708921744342,0.04407925361185848,-0.17035465721752482,-0.08929330055250415,-0.17511211051217815,-0.031742127094649936,-0.09016750344486228,-0.12917902820965488,-0.2550324061492722,-0.143765567662848,-0.2991683956994981
2.239000000000084,0.9954975104958161,True,-16.3142040801841,-2.3790441139976877e-16,-1.7545669144671503,0,0.0,-0.09060630022255807,0.04405936297276105,-0.17027786117883226,-0.0892529095143926,-0.17503330457986074,-0.031727946241042554,-0.09012683437819467,-0.12912072664919558,-0.25491733339149186,-0.14370064902086468,-0.2990334694483546
2.2400000000000837,0.9955015624858863,True,-16.32156549426614,3.262420303886564e-16,-1.7553611267824913,0,0.0,-0.0905655480590695,0.04403949036977087,-0.17020113467545306,-0.0892125552352063,-0.17495456982116134,-0.031713778053599796,-0.09008620216579029,-0.12906247797093318,-0.25480236497100966,-0.1436357893093399,-0.29889866545053273
2.2410000000000836,0.9955056089934042,True,-16.328926874441546,5.72975395542568e-16,-1.7561553341249487,0,0.0,-0.09052483267692106,0.044019635778240675,-0.17012447761253904,-0.08917223766446684,-0.17487590613932275,-0.03169962251535841,-0.09004560675732136,-0.12900428210256418,-0.25468750074523827,-0.14357098844761604,-0.298763983539121
2.2420000000000835,0.9955096500282847,True,-16.336288220756295,-2.529429443851806e-15,-1.7569495365015237,0,0.0,-0.09048415402614737,0.043999799173568006,-0.17004788989541567,-0.08913195675178923,-0.17479731343776428,-0.03168547960938585,-0.09000504810255261,-0.128946138971918,-0.254572740571852,-0.14350624635518397,-0.29862942354751393
2.2430000000000834,0.9955136856004192,True,-16.343649533256247,-2.70723943035479e-15,-1.7577437339192084,0,0.0,-0.09044351205687354,0.0439799805311958,-0.16997137142958074,-0.08909171244688055,-0.17471879162008017,-0.031671349318779254,-0.08996452615134004,-0.12888804850695557,-0.2544580843087851,-0.1434415629516816,-0.2984949853094099
