K,r,converged,min_eigval,max_eigval,max_real,num_unstable,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9
0.40000000000021974,0.803651957497394,True,-1.904416605225587,-2.6557485230856393e-16,-0.23005290690258542,0,0.0,-0.8444637290831076,0.14606718128257903,-1.5310908291453516,-0.8219894626074563,-1.6106077754530712,-0.46445238546966,-1.0883825366419404,-0.476860156607197,-1.8944894289407097
0.40100000000021974,0.8056992995452388,True,-1.9146986549780556,-2.3325362458485587e-16,-0.2324885241535761,0,0.0,-0.8405311752693426,0.14453888917475508,-1.5229570376147739,-0.8174703515267191,-1.6029386799240577,-0.46276068857518315,-1.0833793517115122,-0.47502884429654085,-1.8837084096839378
0.40200000000021974,0.8076880524182658,True,-1.9248678165369673,3.6030752884262685e-16,-0.2348154850306016,0,0.0,-0.8366729908750302,0.14305728532748765,-1.5150006955152948,-0.8130583029564512,-1.5954216547358056,-0.46109341884991234,-1.0784816557331396,-0.47322608421328843,-1.8732197839300928
0.40300000000021974,0.8096219170752647,True,-1.9349320946952036,-1.283013619936051e-16,-0.23704701398471262,0,0.0,-0.8328853811624045,0.141619679731954,-1.507212143084107,-0.8087470070519934,-1.5880486729898402,-0.4594495594378896,-1.0736831273944023,-0.4714506736461979,-1.8630031025442901
0.40400000000021974,0.8115042089323958,True,-1.9448985982764966,-1.3481589337686814e-17,-0.23919415382223677,0,0.0,-0.8291648926016425,0.14022361623812374,-1.4995826041131877,-0.8045307695531386,-1.580812439212688,-0.45782816110962404,-1.0689780968921854,-0.4697014856138787,-1.8530402549240674
0.40500000000021974,0.8133379132960415,True,-1.954773675071105,7.684178301624724e-16,-0.24126620373465701,0,0.0,-0.8255083695762725,0.13886684564916993,-1.4921040738666123,-0.8004044291084478,-1.573706296315666,-0.45622833753954845,-1.0643614532376289,-0.46797746457914957,-1.8433151076882497
0.40600000000021974,0.815125730775314,True,-1.9645630215438878,3.202486934698092e-16,-0.24327105585453748,0,0.0,-0.8219129180871266,0.13754730259727538,-1.4847692249818423,-0.7963632885939979,-1.5667241475517326,-0.45464926063371797,-1.059828568124476,-0.466277621876099,-1.8338132124302837
0.40700000000021974,0.8168701148306813,True,-1.9742717728848254,-7.21212318985352e-16,-0.24521545661155336,0,0.0,-0.8183758750923716,0.13626308558561442,-1.4775713278921538,-0.7924030575914438,-1.5598603905665298,-0.4530901560450957,-1.0553752328360317,-0.4646010311076275,-1.8245215670072221
0.40800000000021974,0.8185733030820259,True,-1.983904577567537,-3.978944777961682e-16,-0.24710521171854882,0,0.0,-0.8148947824292644,0.13501243969242274,-1.4705041830804988,-0.7885198038543758,-1.5531098612923913,-0.4515502989491676,-1.0509976055285648,-0.4629468236669185,-1.8154284188096954
0.40900000000021974,0.820237343616135,True,-1.9934656595799618,3.162708625361644e-16,-0.24894534845014987,0,0.0,-0.8114673644937206,0.1337937415259002,-1.4635620630567319,-0.7847099120804373,-1.5464677859231108,-0.4500290101158856,-1.0466921668511295,-0.4613141844741731,-1.8065231012712026
