K,r,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11
0.3770000000002197,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.3780000000002197,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.3790000000002197,0.7739302004463312,0.0,-0.7441676742441108,0.37071571175279233,-1.5446605663762145,-1.1080485100158723,-1.449524731438111,-0.1471952560596379,-0.7465467095173256,-0.9883373364257606,-2.1022261296292655,-1.0264086693278438,-1.7333910851579346
0.3800000000002197,0.7820937666377478,0.0,-0.7346657162277269,0.3676993585208963,-1.5204130425841775,-1.0865643157708424,-1.4270206789451485,-0.15022105891750046,-0.7302642433731253,-0.9636310373682881,-2.047629079301335,-0.9996850341239327,-1.706973111060618
0.3810000000002197,0.7878761165976926,0.0,-0.7273001815625021,0.36448770363008387,-1.5017030767878095,-1.0706574720288904,-1.4100180915236853,-0.1515119295390915,-0.718536254885776,-0.9460951421971212,-2.0104838927928412,-0.981002004041221,-1.6874680136810727
0.3820000000002197,0.7926491048263195,0.0,-0.7208849992474542,0.36133638124318684,-1.485510857006186,-1.0571954021185987,-1.395448653191217,-0.15217672085938383,-0.7087660366734108,-0.9316097561354951,-1.980468053035384,-0.9656954312899554,-1.670922668386088
0.3830000000002197,0.7968111850066996,0.0,-0.715066765702605,0.35828755238789023,-1.4709201529008804,-1.045248538036172,-1.3823972200114962,-0.15251283208195968,-0.700191360181939,-0.918973481928695,-1.9546461988168429,-0.9524159533636395,-1.6561822851985049
0.3840000000002197,0.8005475223882225,0.0,-0.7096775119777957,0.35534747404120415,-1.4574893034523642,-1.0343770994817292,-1.3704290333245799,-0.15264827612246978,-0.6924550163834047,-0.9076264257104423,-1.931679495819303,-0.9405389653140307,-1.6427077580153786
0.3850000000002197,0.8039630818953315,0.0,-0.7046200525639675,0.35251277985046825,-1.4449598286705885,-1.0243278768807171,-1.359292876813515,-0.15265035952359146,-0.6853530889294547,-0.8972505161646126,-1.9108218448213474,-0.9297117681267513,-1.6301922989012079
0.3860000000002197,0.8071245936043808,0.0,-0.6998314382602588,0.34977731374886767,-1.433162736895721,-1.0149376842708175,-1.3488263400651475,-0.15255882664040515,-0.6787551759345165,-0.887643215414055,-1.891606293785821,-0.9197109868496406,-1.61844022370621
0.3870000000002197,0.8100778034951739,0.0,-0.6952677710847125,0.34713434144435734,-1.421979279017878,-1.0060932990285514,-1.3389164242942304,-0.15239902331541236,-0.6725714389518264,-0.8786655093028818,-1.8737173040992168,-0.9103840522360518,-1.6073169975319632
0.3880000000002197,0.8128557985667065,0.0,-0.6908967984017204,0.3445773304592658,-1.4113216619146491,-0.9977119544481807,-1.3294803199117748,-0.15218802877186685,-0.666736629290027,-0.8702167658500614,-1.8569296596454412,-0.9016210069345326,-1.5967250693824224
0.3890000000002197,0.815483489179412,0.0,-0.6866938841637628,0.3421002174493045,-1.4011224820057675,-0.9897307458725468,-1.3204549472242384,-0.15193784005295569,-0.6612014510671004,-0.8622211782700094,-1.8410758639781917,-0.8933393515143261,-1.5865908321489244
0.3900000000002197,0.8179802235368416,0.0,-0.6826396352815319,0.339697476901419,-1.3913284587538675,-0.9821004004814046,-1.3117907941421314,-0.1516571627541383,-0.655927503340375,-0.8546198465883085,-1.8260272868024336,-0.8854752207156928,-1.5768570006750475
0.3910000000002197,0.8203614091153708,0.0,-0.6787184151676181,0.33736411106182745,-1.38189648646113,-0.9747813831906883,-1.3034480579173613,-0.15135248139967364,-0.65088413166686,-0.8473658608252344,-1.8116825690945253,-0.8779779207585866,-1.56747787563455
0.39200000000021973,0.8226395682918406,0.0,-0.6749173668425921,0.3350956101439437,-1.3727910249997402,-0.9677413425657081,-1.2953941104736142,-0.15102873101152944,-0.6460463711979456,-0.8404210963649482,-1.7979601352965027,-0.8708063790769217,-1.5584162545037223
0.39300000000021973,0.8248250532840745,0.0,-0.6712257452963141,0.33288790363366066,-1.3639823073954573,-0.960953368857009,-1.287601767056916,-0.1506897354239978,-0.6413935491028784,-0.8337540414077443,-1.7847931617051935,-0.8639267440169404,-1.54964133594601
0.39400000000021973,0.8269265464740291,0.0,-0.667634446175331,0.3307373115487256,-1.3554450685320931,-0.954394766847628,-1.2800480648147015,-0.15033850290636833,-0.6369083035908207,-0.8273382752421518,-1.7721260818458202,-0.8573107079668217,-1.5411272509854705
0.39500000000021973,0.8289514203412748,0.0,-0.664135663864899,0.32864049922666866,-1.3471576189038486,-0.9480461674893353,-1.2727133773887536,-0.14997743115766568,-0.6325758762255609,-0.8211513726396042,-1.7599120907033208,-0.8509343030607561,-1.532852004797888
0.39600000000021973,0.8309060025840741,0.0,-0.6607226376000879,0.32659443684001177,-1.339101154125111,-0.9418908696638558,-1.2655807580323486,-0.14960845287936753,-0.6283835893086569,-0.8151740962781789,-1.748111319250985,-0.8447770155991421,-1.524796696203376
0.39700000000021973,0.8327957754304304,0.0,-0.6573894591148253,0.32459636377653855,-1.3312592299171107,-0.9359143425607254,-1.2586354424161654,-0.1492331413059078,-0.6243204520490572,-0.8093897892471414,-1.7366894713609293,-0.8388211213902047,-1.5169449301698228
0.39800000000021973,0.8346255281706905,0.0,-0.6541309243358517,0.3226437575717063,-1.3236173559803281,-0.9301038428286581,-1.2518644656738913,-0.1488527881023685,-0.6203768584969683,-0.8037839098739367,-1.7256167874036057,-0.83305117791209,-1.5092823676823208
0.39900000000021973,0.8363994757393571,0.0,-0.6509424172583648,0.3207343069154823,-1.316162677038217,-0.9244481154497958,-1.245256362871337,-0.14846846179031362,-0.6165443522303572,-0.7983436699143349,-1.714867243565262,-0.8274536301391565,-1.5017963754276475
0.40000000000021974,0.8381213521981615,0.0,-0.6478198177675621,0.31886588822365547,-1.3088837189573825,-0.9189371568080515,-1.2388009315111634,-0.14808105219623977,-0.6128154404958458,-0.7930577492021106,-1.7044179244349367,-0.8220165002850536,-1.4944757493509642
0.40100000000021974,0.8397944853577162,0.0,-0.6447594275688806,0.3170365452899896,-1.3017701842318554,-0.9135620247125597,-1.2324890409191964,-0.14769130469975647,-0.6091834455894757,-0.7879160677890855,-1.694248525083923,-0.8167291405256012,-1.4873104937848356
0.40200000000021974,0.8414218570152714,0.0,-0.6417579100126128,0.315244471584908,-1.294812785451655,-0.908314684388527,-1.226312477575634,-0.1472998469268147,-0.6056423846912775,-0.782909601950073,-1.684340951369242,-0.8115820336884992,-1.4802916430000859
0.40300000000021974,0.8430061520784822,0.0,-0.6388122407200343,0.3134879948297028,-1.288003108382055,-0.9031878823805418,-1.2202638183672136,-0.14690720977915017,-0.6021868717255191,-0.7780302340957862,-1.6746789957213122,-0.806566630955108,-1.473411115565244
0.40400000000021974,0.8445497989879038,0.0,-0.6359196667022351,0.31176556347034834,-1.2813334983645004,-0.898175042376189,-1.2143363257802902,-0.14651384411732052,-0.5988120364898807,-0.7732706292474953,-1.665248071829819,-0.8016752185209638,-1.4666615944138683
0.40500000000021974,0.8460550032821078,0.0,-0.6330776722405701,0.3100757349022525,-1.2747969653722893,-0.8932701784256278,-1.2085238605330368,-0.1461201342112823,-0.5955134574270212,-0.7686241324434188,-1.6560349952748303,-0.7969008070051756,-1.460036427190827
0.40600000000021974,0.8475237756561921,0.0,-0.6302839501842419,0.3084171650329609,-1.2683871039853774,-0.8884678221104857,-1.2028208081861258,-0.1457264085408301,-0.5922871053525004,-0.7640846829715123,-1.6470278012054345,-0.7922370391651129,-1.453529542892564
0.40700000000021974,0.8489579556049398,0.0,-0.6275363776456782,0.3067885991208255,-1.2620980255453165,-0.8837629609915287,-1.1972220170767995,-0.1453329486258002,-0.589129295991625,-0.7596467420892397,-1.6382155913423644,-0.7876781122263706,-1.4471353815841976
0.40800000000021974,0.850359231468016,0.0,-0.6248329952850994,0.3051888636637193,-1.2559243002516194,-0.8791509862566386,-1.1917227454914094,-0.14493999625730708,-0.5860366496993089,-0.7553052317401024,-1.629588404868259,-0.7832187121262397,-1.4408488347789485
0.40900000000021974,0.8517291575294328,0.0,-0.6221719895503038,0.3036168592044198,-1.2498609074607099,-0.8746276479296142,-1.1863186164363295,-0.14454775946261042,-0.5830060570689187,-0.7510554822750036,-1.6211371087737438,-0.7788539574965645,-1.4346651945528575
0.41000000000021974,0.8530691686865064,0.0,-0.6195516773665007,0.302071553931063,-1.2439031927962423,-0.8701890163369509,-1.1810055787021954,-0.14415641745397903,-0.5800346494057648,-0.7468931876049993,-1.6128533041887336,-0.7745793516732329,-1.428580109871334
0.41100000000021975,0.8543805930999085,0.0,-0.6169704928707828,0.3005519779691866,-1.2380468309522126,-0.8658314487884594,-1.1757798731748674,-0.14376612475678532,-0.5771197732458184,-0.7428143665280479,-1.6047292459374665,-0.7703907413653847,-1.4225895489096338
0.41200000000021975,0.8556646631561671,0.0,-0.614426975863419,0.2990572182770847,-1.2322877932827667,-0.8615515606285894,-1.1706380035474393,-0.14337701467032274,-0.5742589682591993,-0.7388153292172269,-1.5967577731028655,-0.7662842808850396,-1.4166897663862075
