K,r,eigval_0,eigval_1,eigval_2,eigval_3,eigval_4,eigval_5,eigval_6,eigval_7,eigval_8,eigval_9,eigval_10,eigval_11
0.3740000000002197,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.3750000000002197,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.3760000000002197,0.7089327048827189,-2.1726277764836484,-1.8850317473934068,-1.4601710334701181,-1.3450720498157889,-1.01241451246768,-0.9549411148556073,-0.8246429649610763,-0.6511134218199467,-0.3770291567120749,-0.1678752945245571,-0.013844439549826964,8.637614142467529e-16
0.3770000000002197,0.7204779255374657,-2.1976803613654528,-1.8973686194036934,-1.474094958166451,-1.3541859243643992,-1.0270146446186468,-0.972462245988996,-0.8462694930497339,-0.6766944189510946,-0.3919546082342837,-0.18869867559078715,-0.0566876862308888,6.749260706622978e-17
0.3780000000002197,0.7269727208729809,-2.214784050484601,-1.9075002585718273,-1.4841067370615855,-1.3615304659127485,-1.0381358792321687,-0.9834768572902369,-0.860064565211773,-0.6926701962116415,-0.4015915277226555,-0.20371602733105829,-0.07544681977423273,4.057276180973478e-16
0.3790000000002197,0.7322204116323411,-2.2299747428258936,-1.9170866284851025,-1.4931855146329565,-1.3684322759030867,-1.0483248821350497,-0.9930208535857911,-0.871929078477795,-0.7062335112000107,-0.40987587207175447,-0.21711954822404927,-0.08856950094364545,9.41792093406573e-16
0.3800000000002197,0.7367888728821518,-2.2441450041956252,-1.9263735509193332,-1.501769091485865,-1.3750902344038296,-1.05797388232426,-1.0018213537554774,-0.8827416962536169,-0.7184627349033291,-0.4174037776897727,-0.22950331128896814,-0.09882271889391918,5.511004696200111e-16
0.3810000000002197,0.7409060172285594,-2.2576497825623587,-1.935459143954333,-1.5100308243184752,-1.3815843967401442,-1.06724616943424,-1.0101599034808508,-0.8928548148581323,-0.7297924777049783,-0.42441742963423185,-0.2411118592357306,-0.1073057634137978,-3.4371935666483465e-16
0.3820000000002197,0.7446916247458589,-2.270673856241097,-1.9443947690791763,-1.5180606411061885,-1.3879569687586488,-1.0762309962240617,-1.0181787419208705,-0.9024536596388519,-0.7404521679555995,-0.4310457602048843,-0.25208432576411754,-0.1145831883340148,7.417368103288914e-17
0.3830000000002197,0.7482183384324234,-2.2833282134287542,-1.95321149804882,-1.5259124015478842,-1.394233638927965,-1.084984633993719,-1.0259606009133904,-0.9116506437414335,-0.7505815994293454,-0.4373680575475796,-0.26251454363037896,-0.12098627957746626,7.246779138322683e-16
0.3840000000002197,0.7515343893218197,-2.2956858409439413,-1.9619299392899863,-1.5336214421709127,-1.4004315331045754,-1.0935458372956666,-1.033558088571694,-0.9205204910178072,-0.7602740467067907,-0.44343775497994203,-0.27247214132060965,-0.12672646374188634,6.592677829046819e-16
0.3850000000002197,0.754673876301891,-2.3077978551185327,-1.9705646673404127,-1.5412124664229467,-1.4065628152077894,-1.1019429404237362,-1.041006799504803,-0.9291161126773634,-0.7695958006730783,-0.4492932297430009,-0.2820117580096409,-0.1319468649531954,3.1801797555610543e-16
0.3860000000002197,0.7576620480243935,-2.319701758075894,-1.979126490813732,-1.5487035741883408,-1.4126365381648462,-1.1101975664219765,-1.0483319475670994,-0.9374767600511326,-0.7785962230429679,-0.4549633698542899,-0.29117777798943856,-0.13674876692080648,1.0835339941543571e-16
0.3870000000002197,0.7605182755481346,-2.3314260654856787,-1.9876237244531698,-1.5561085156026604,-1.4186596860196006,-1.1183267546006734,-1.055552036596706,-0.9456326103778905,-0.7873134143151794,-0.4604707172991899,-0.3000070880764812,-0.14120639981612226,-6.282610553507605e-16
0.3880000000002197,0.763257844362498,-2.3429930845680382,-1.996062953459912,-1.563438041251529,-1.4246378023777881,-1.126344269422057,-1.0626810343537105,-0.9536075297688693,-0.7957776359085099,-0.46583336913781687,-0.3085308441574309,-0.14537574359649044,9.56720979094233e-17
0.3890000000002197,0.7658930944734103,-2.3544206737883524,-2.0044495182526982,-1.5707007557855406,-1.43057539037545,-1.1342614509196376,-1.069729730412168,-0.9614208300139124,-0.8040134903368396,-0.4710661911880136,-0.31677568523476574,-0.1493000348435902,4.090101739264104e-16
0.3900000000002197,0.7684341779228033,-2.3657234068991193,-2.0127878356351383,-1.577903681557879,-1.4364761785526676,-1.1420877919203587,-1.0767066216567278,-0.9690884352128861,-0.8120413715101953,-0.4761816274397197,-0.3247646112948943,-0.15301335218820883,-4.1469485448456e-16
0.3910000000002197,0.7708895804608387,-2.3769133709825465,-2.0210816193901966,-1.5850526443820427,-1.442343304050169,-1.1498313440905956,-1.0836185106593001,-0.9766236847570542,-0.8198784644291693,-0.4811902597027756,-0.33251764192043376,-0.15654302972742223,-2.5850369002650724e-16
0.39200000000021973,0.7732664917545113,-2.388000730242059,-2.0293340364597374,-1.59215254562502,-1.4481794427043735,-1.1574990121955882,-1.090470922326258,-0.9840379029176137,-0.8275394550963914,-0.4861012064948247,-0.3400523240134977,-0.1599113281158894,-2.0003436750269889e-16
0.39300000000021973,0.7755710749140782,-2.3989941346195818,-2.0375478204166746,-1.5992075591237638,-1.4539869038403397,-1.1650967727795627,-1.0972684015034517,-0.9913408134125736,-0.8350370475548359,-0.4909224148161881,-0.3473841313362063,-0.16313662025108014,2.0913459787641888e-16
0.39400000000021973,0.7778086670918797,-2.4099010225529343,-2.0457253557715562,-1.6062212768932065,-1.4597677008930958,-1.172629840218199,-1.1040147302652135,-0.9985408479453878,-0.8423823487327473,-0.4956608784083918,-0.35452678402430804,-0.1662342507132515,8.713502409943789e-16
0.39500000000021973,0.7799839316745422,-2.420727849653371,-2.053868741844395,-1.6131968190506083,-1.4655236050502698,-1.1801027951854572,-1.110713089604035,-1.0056453803643297,-0.8495851603605276,-0.5003228042398642,-0.36149250745558403,-0.16921717060810038,2.901193129658859e-17
0.39600000000021973,0.7821009757142323,-2.431480264375889,-2.0619798419939723,-1.620136918170253,-1.4712561866989144,-1.1875196856807153,-1.1173661817512326,-1.012660907476179,-0.8566542041035068,-0.504913741699157,-0.3682922442786767,-0.17209641447589547,7.621385863440785e-16
0.39700000000021973,0.7841634419028438,-2.442163245008588,-2.070060322145203,-1.6270439850033833,-1.4769668479376066,-1.1948841076336696,-1.1239763240570786,-1.0195931908443465,-0.8635972977585795,-0.5094386843841872,-0.3749358297060237,-0.174881464023346,-6.077758417310603e-16
0.39800000000021973,0.7861745815746412,-2.452781207938441,-2.0781116813554523,-1.6339201603772793,-1.4826568484270175,-1.2021992700485744,-1.1305455219551857,-1.026447369550335,-0.8704214949712473,-0.5139021513921208,-0.38143213762721434,-0.17758052936005717,-2.281045814547281e-16
0.39900000000021973,0.7881373133482547,-2.463338094251861,-2.086135276364495,-1.6407673566816332,-1.488327326195176,-1.2094680482649958,-1.137075526297415,-1.0332280510039087,-0.8771331973391626,-0.5183082530278211,-0.38778920329413763,-0.1802007691711777,-4.102428990999633e-16
0.40000000000021974,0.7900542707445806,-2.473837439762585,-2.0941323415325606,-1.6475872913982037,-1.493979314567044,-1.2166930279591897,-1.1435678788410146,-1.0399393849208531,-0.8837382453246371,-0.5226607444968394,-0.3940143270195624,-0.18274846505257064,6.507996455961822e-16
0.40100000000021974,0.7919278412337634,-2.4842824321999553,-2.1021040051970927,-1.654381514472093,-1.4996137560784708,-1.2238765418412425,-1.1500239486384294,-1.0465851242249253,-0.8902419927025581,-0.5269630702108861,-0.4001141623616499,-0.18522916099474188,-7.425269264505543e-16
