K,r,eigval_no_gauge_0,eigval_no_gauge_1,eigval_no_gauge_2,eigval_no_gauge_3,eigval_no_gauge_4,eigval_no_gauge_5,eigval_no_gauge_6,eigval_no_gauge_7,eigval_no_gauge_8,eigval_no_gauge_9,eigval_no_gauge_10
0.3490000000002197,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.3500000000002197,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.3510000000002197,0.7805812371633981,-2.067068291403516,-1.41941185171202,-1.283050262125657,-1.1378880798041962,-1.0126954419601089,-0.8276727496995681,-0.7376340160741681,-0.5667893079211596,-0.29545341306358897,-0.10450023949257983,-0.05791056362770698
0.3520000000002197,0.789077378084332,-2.08966566554124,-1.4367065713376763,-1.3027826621870682,-1.1499973414118378,-1.035370005523885,-0.8425725984395942,-0.7529403182227525,-0.5892084330010773,-0.3121655839739493,-0.13421551717309518,-0.09641579263016335
0.3530000000002197,0.7950758061932559,-2.107639115563958,-1.4503360334345552,-1.3179006739167594,-1.1601870374702885,-1.0520252294260597,-0.8548961254699311,-0.7644589408042726,-0.6054960990156745,-0.326191808416715,-0.15799883641049361,-0.11913365823829428
0.3540000000002197,0.7999857490383293,-2.123643464247569,-1.4624604935785936,-1.3310614719080514,-1.1695249879469332,-1.06619558131041,-0.8660401167696642,-0.7742627271213529,-0.619331058260516,-0.33909681901072164,-0.17847591088705364,-0.13547201634749056
0.3550000000002197,0.8042354952294224,-2.1384720398376373,-1.4737033479929502,-1.3430564349924705,-1.178340367087975,-1.0789060687997312,-0.8764492236609329,-0.7830147059913899,-0.6317570510300732,-0.35132580882984304,-0.19658256744137442,-0.1482608697611738
0.3560000000002197,0.808027152948098,-2.152495136162864,-1.484349696639325,-1.3542540666942777,-1.186789377078742,-1.0906275371056622,-0.8863373471513881,-0.7910368957187618,-0.6432448137104889,-0.3630698499835762,-0.2128631068193881,-0.15877233979872116
0.3570000000002197,0.8114758423041466,-2.165921896559122,-1.494558329934052,-1.3648621055862513,-1.194961217129395,-1.1016232734233722,-0.8958275246469414,-0.7985161570938829,-0.6540530601267052,-0.3744271796436755,-0.22768706894519955,-0.16768977768176457
0.3580000000002197,0.814654737067733,-2.17888431878517,-1.5044284397420098,-1.375011456474062,-1.2029126550078537,-1.1120583317834856,-0.9049984535438559,-0.8055727146748873,-0.6643412351410287,-0.38545481553059896,-0.24131968831834033,-0.17542617871870617
0.3590000000002197,0.817613865281895,-2.1914720833802637,-1.5140268856610068,-1.384790937760903,-1.21068252935273,-1.1220443164883296,-0.913904224747675,-0.8122893817683352,-0.6742153168318634,-0.39618936154402107,-0.253957825596966,-0.18225265785000672
0.3600000000002197,0.8203892662324179,-2.2037494240552853,-1.5234012550247822,-1.3942640915454751,-1.21829883548735,-1.131660879161303,-0.9225840219977637,-0.8187260489418394,-0.6837496376958535,-0.4066565390933421,-0.2657516074713226,-0.1883579819608905
0.3610000000002197,0.8230079469462209,-2.215764216921837,-1.5325868354155547,-1.403478230323887,-1.225782568400889,-1.1409672200768128,-0.9310673960540797,-0.824927645487088,-0.692998478488931,-0.41687591159025017,-0.2768182400743056,-0.19387933550803016
0.3620000000002197,0.8254907811356116,-2.227553275089303,-1.541610645496714,-1.4124697015208767,-1.2331499729184452,-1.1500087511998736,-0.9393773546210173,-0.8309288571705065,-0.702002740547469,-0.42686335356155025,-0.2872511225966247,-0.1989196709968548
0.3630000000002197,0.8278543086795013,-2.239145623394803,-1.550493912159601,-1.4212671406218793,-1.2404139410989437,-1.158821199555626,-0.9475322800364478,-0.8367570881555548,-0.710794028582563,-0.43663239155627276,-0.2971260256749455,-0.2035581981689733
0.3640000000002197,0.8301119067662766,-2.2505646227317353,-1.5592536685929288,-1.4298935796782641,-1.2475849216208623,-1.1674332600340755,-0.9555471758873737,-0.8424344077640958,-0.7193972733353898,-0.4461949561411215,-0.30650538511035647,-0.20785708488596372
0.3650000000002197,0.8322745820827481,-2.2618294026986736,-1.5679038268494256,-1.4383678681371639,-1.2546715345901571,-1.1758683796765768,-0.9634345089082624,-0.8479788784824879,-0.7278324841287165,-0.4555618167768341,-0.31544135496459164,-0.21186592988222944
0.3660000000002197,0.8343515241544868,-2.2729558595156805,-1.5764559217913516,-1.4467056617683827,-1.2616810005929056,-1.184145997976062,-0.9712047961141428,-0.8534054902266763,-0.7361159588855187,-0.4647428420204828,-0.3239780246369437,-0.2156248551452971
0.3670000000002197,0.8363505024929025,-2.2839573703849805,-1.5849196416505793,-1.4549201300740595,-1.2686194482594046,-1.1922824333851556,-0.9788670256678569,-0.8587268348995181,-0.7442611428158638,-0.47374716176421133,-0.33215306005328066,-0.21916670583475126
0.3680000000002197,0.8382781583545061,-2.294845316988824,-1.5933032155317777,-1.4630224743309452,-1.275492139871867,-1.2002915322551266,-0.9864289658322588,-0.8639536043741375,-0.7522792521647156,-0.4825832736518277,-0.3399989399694786,-0.2225186525339331
0.3690000000002197,0.8401402234519598,-2.3056294769914496,-1.6016137023368433,-1.471022314752622,-1.2823036401920007,-1.2081851538014008,-0.9938973965425429,-0.8690949652711609,-0.760179736456644,-0.4912591171627114,-0.3475439021943036,-0.22570338140139815
0.3700000000002197,0.8419416868329396,-2.3163183220812513,-1.6098572101177966,-1.4789279850375994,-1.289057945029571,-1.2159735391525754,-1.0012782862011078,-0.8741588458191671,-0.7679706270239134,-0.4997821285955308,-0.35481267834652136,-0.22873999314362392
