K,r,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11
0.3900000000002197,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.3910000000002197,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.39200000000021973,0.7633820851582759,0.0,-0.7607556020777999,0.3144539648985302,-1.2075209743481026,-0.6365101383248425,-1.0738735546240878,-0.06630546601842119,-0.629107393178203,-0.9227765258294103,-2.041585283131803,-1.1210771919892817,-2.214464394629357
0.39300000000021973,0.7692252025745729,0.0,-0.754424875528618,0.3149915365745742,-1.197956921020431,-0.6283586653191441,-1.0650831141213823,-0.07028920037175582,-0.6202896497911689,-0.9089412656981409,-2.002606066951368,-1.1007706144621188,-2.1902599191795415
0.39400000000021973,0.7738377915577457,0.0,-0.7489928046591575,0.3148680790910814,-1.189642666861577,-0.6216703268934153,-1.0576058284480434,-0.07301687822663079,-0.6132644308483682,-0.8980222404515527,-1.972797067299555,-1.0850231355297553,-2.170162842174084
0.39500000000021973,0.7778075262319256,0.0,-0.744045878346339,0.31442488912226674,-1.182009736122702,-0.6157583198935787,-1.0508314018197342,-0.07510803956642101,-0.6071762987295939,-0.8886201356814121,-1.9477045546653873,-1.0716387483440521,-2.1522540806261623
0.39600000000021973,0.7813599618771304,0.0,-0.7394241319538323,0.3137912674664786,-1.174837786984154,-0.6103577754745118,-1.0445241760706405,-0.07679911177552964,-0.6016965081472053,-0.8801981432627215,-1.9256260631389555,-1.0597753674331645,-2.1357934133284484
0.39700000000021973,0.7846107372409854,0.0,-0.7350448279816852,0.3130324066064467,-1.1680125798127512,-0.6053322096667765,-1.0385625444049105,-0.07821043714183787,-0.5966563533884266,-0.8724813084695419,-1.9056928158855644,-1.0490018982062206,-2.12039909943672
0.39800000000021973,0.7876287600619688,0.0,-0.7308581814042776,0.3121863718596094,-1.1614651813961647,-0.6005998550845673,-1.0328735331381114,-0.07941311198719198,-0.5919552330012212,-0.8653060052804007,-1.8873898215244214,-1.0390619607646536,-2.1058421353076966
0.39900000000021973,0.7904591531996616,0.0,-0.7268312453110418,0.31127750286820766,-1.155149829597153,-0.596106864720881,-1.0274089986159443,-0.08045323505524236,-0.5875272378458418,-0.8585652622274849,-1.8703817824879518,-1.0297880755193372,-2.0919714557956492
