K,r,eigval_0,eigval_1,eigval_2,eigval_3,eigval_4,eigval_5,eigval_6,eigval_7,eigval_8,eigval_9,eigval_10,eigval_11
0.39700000000021973,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.39800000000021973,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.39900000000021973,0.7449311403620305,-2.5896805006651964,-1.8921785549227945,-1.6124832721050801,-1.5286885058369564,-1.1547056341980102,-1.0688765992576483,-0.8662104369936342,-0.6856438645435898,-0.4468936932463067,-0.30314388752293514,-0.05870495531165671,-7.413298664907514e-16
0.40000000000021974,0.751249890020143,-2.6077723113736826,-1.9026383683658254,-1.6231581139222733,-1.5361021458439263,-1.1669970482143521,-1.0833705825914794,-0.8776059118397382,-0.6988557198748337,-0.4550347588586206,-0.3159190739580033,-0.08138642062738806,2.810923012395361e-16
0.40100000000021974,0.7561968059377818,-2.6235444548681808,-1.9123544489890403,-1.632606180102258,-1.542946926740004,-1.177918638392503,-1.0956633889954355,-0.8871721401423772,-0.7098679503222793,-0.4620287629126778,-0.32701564428062024,-0.09739649566259984,5.569809628523802e-16
0.40200000000021974,0.7604346245251015,-2.6381261042858406,-1.9216831781020645,-1.6414289099718768,-1.5495012058158208,-1.1881061997869504,-1.1068384283256136,-0.8958093282598905,-0.7197615555568562,-0.468418285184695,-0.3372243062115845,-0.11002030637507486,-2.2101284310650215e-16
0.40300000000021974,0.7642152022750947,-2.65194548377508,-1.930760228470785,-1.6498538274151513,-1.555870124528289,-1.1978054027093141,-1.117303346434429,-0.9038577909402388,-0.7289434987585295,-0.4744110121823713,-0.3468315822613023,-0.12051511344288598,3.9966433756284646e-16
0.40400000000021974,0.7676669903870651,-2.6652205250840586,-1.9396549324306642,-1.6579964299198804,-1.5621070201957235,-1.2071436287413422,-1.1272640034214112,-0.9114901860458013,-0.7376193450732418,-0.480113854569253,-0.3559779261318423,-0.1295252640430647,-1.449804943128392e-16
0.40500000000021974,0.7708662423140045,-2.6780803069010504,-1.948408537690476,-1.6659249460580778,-1.5682434020972011,-1.2161977476446058,-1.1368413995826776,-0.9188084610281458,-0.7459099068829622,-0.4855909936291335,-0.3647445012999542,-0.13743395826799576,-1.174650245208505e-16
0.40600000000021974,0.7738627322835089,-2.6906088834003006,-1.9570480314113463,-1.6736836856619604,-1.5742997462178745,-1.225018754016183,-1.1461137402056316,-0.9258787959060805,-0.7538932282910119,-0.4908848692559088,-0.37318370708357307,-0.14449089978669122,-6.935832512093428e-16
0.40700000000021974,0.7766911504276086,-2.702864689228819,-1.9655922685515081,-1.6813033684703516,-1.5802902646878345,-1.2336427543096191,-1.1551349993705111,-0.9327470539738137,-0.7616231239306475,-0.4960254907324306,-0.38133227633246564,-0.15086918939291652,-9.991376944225857e-17
0.40800000000021974,0.7793768664742422,-2.714890347425201,-1.9740550734014395,-1.6888063395903563,-1.5862253116715856,-1.2420965613412713,-1.1639442715793982,-0.939446580823735,-0.7691385238843372,-0.5010351527195148,-0.3892176551184743,-0.1566943015456395,-5.098314093147288e-16
0.40900000000021974,0.7819391322002943,-2.7267181149054194,-1.9824469639570947,-1.6962094623408719,-1.592112716652108,-1.2504008241618734,-1.1725709462031113,-0.9460025287255818,-0.7764686479368116,-0.5059310595519252,-0.3968614011328513,-0.16206030609275093,-1.3825687011562238e-16
0.41000000000021974,0.7843929908654134,-2.738373126827973,-1.9907761807588815,-1.7035258400261564,-1.5979585773790406,-1.2585719074207213,-1.181037779567263,-0.9524344296148899,-0.7836360797332268,-0.5107268924497907,-0.4042811213116791,-0.1670396146798215,-2.020316507835528e-16
