K,r,eigval_no_gauge_0,eigval_no_gauge_1,eigval_no_gauge_2,eigval_no_gauge_3,eigval_no_gauge_4,eigval_no_gauge_5,eigval_no_gauge_6,eigval_no_gauge_7,eigval_no_gauge_8,eigval_no_gauge_9,eigval_no_gauge_10
0.39600000000021973,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.39700000000021973,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.39800000000021973,0.7516425111810778,-2.4744909563568873,-2.1511501118457277,-1.5904170631328722,-1.48427863449379,-1.1354843115650033,-0.9733711328293946,-0.894759481602509,-0.6214996168109489,-0.44337690836679133,-0.2955018732114407,-0.058426379014143486
0.39900000000021973,0.7578305669041422,-2.4915441509951557,-2.1644936328854523,-1.5997266811486637,-1.4911169017589172,-1.148470090176573,-0.9883591983537475,-0.9065105103234848,-0.6326790540592041,-0.45197639262898065,-0.3087647508955953,-0.07980002251473754
0.40000000000021974,0.7627073628758914,-2.506517026202804,-2.176307725630571,-1.6083442103405765,-1.4976068648461125,-1.1598792122494737,-1.0011594652345237,-0.9164043077685092,-0.6423091441067506,-0.4594426073380478,-0.3202744590998844,-0.09489824957090608
0.40100000000021974,0.7668952816662787,-2.5204053911747737,-2.1873297486229433,-1.6165924615945224,-1.5039086069828058,-1.1704465144801948,-1.0128246524302291,-0.9253330846896614,-0.6511464514448776,-0.4662938588568426,-0.3308289982169265,-0.10677609136888815
0.40200000000021974,0.7706356487352304,-2.533594486284505,-2.1978442498477695,-1.6245971058089659,-1.510084488527954,-1.1804593185677488,-1.02376032870469,-0.9336410977994711,-0.6594801864138848,-0.4727328611114978,-0.34072580476049247,-0.1166254174626163
0.40300000000021974,0.7740527049442038,-2.546282169469147,-2.207997004371738,-1.6324231170076111,-1.5161668468418212,-1.1900667424400062,-1.0341738937413907,-0.941504772272585,-0.6674571477161764,-0.47886506946996915,-0.3501139975000527,-0.1250615552496972
0.40400000000021974,0.7772206314188246,-2.5585862772577768,-2.2178746051664087,-1.6401094660171742,-1.5221751715397607,-1.1993585239081972,-1.044188307065945,-0.949028993153677,-0.6751637199163406,-0.4847542113226676,-0.359081739726203,-0.1324514535773572
0.40500000000021974,0.7801880467739458,-2.570583833560777,-2.2275335026596896,-1.647681818041232,-1.5281223793728258,-1.2083939299161635,-1.053883562721725,-0.9562822207573012,-0.6826556729374686,-0.49044261907910164,-0.3676872820524753,-0.13903430686624743
