K,r,converged,min_eigval,max_eigval,max_real,num_unstable,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11
0.3740000000002197,0.0,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.3750000000002197,0.0,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.3760000000002197,0.7638882094868263,True,-2.2649845168181932,2.461228060801766e-16,-0.021373095171023992,0,0.0,-0.5406293072304497,0.4964020978289909,-1.0772232574236513,-0.4667529771428202,-0.9673136437944888,0.07282692808502024,-0.41089400290486383,-0.5233417987694245,-1.8829298272033481,-0.9189418769353003,-2.108751689962123
0.3770000000002197,0.7736290256439913,True,-2.28872491783292,-3.73538394999587e-16,-0.06405320656428401,0,0.0,-0.5367813233527471,0.49575267369415044,-1.0695316942613322,-0.4603657992721412,-0.9610630732009899,0.06436693095541228,-0.4028080584737569,-0.5153445449536999,-1.8197047230748127,-0.8877479522756078,-2.064369766641206
0.3780000000002197,0.7793953657294878,True,-2.3057433269276886,5.395244703964798e-16,-0.0841548433843499,0,0.0,-0.5336905687191277,0.49402073750401215,-1.063123816750595,-0.45589646808583184,-0.9559226659660989,0.06011614365281738,-0.39788623764695746,-0.5103680953209351,-1.7852223020176428,-0.8702216691274215,-2.0358039268244537
0.3790000000002197,0.7840349056681121,True,-2.3209050617675855,-5.701871349550272e-16,-0.0984682174500766,0,0.0,-0.5308309082079278,0.492033506364041,-1.05712680313297,-0.45198601559574897,-0.9511251717461434,0.05698119789466904,-0.39385141765878856,-0.506204064651984,-1.7584803751967202,-0.8564827507347847,-2.0120785310715035
0.3800000000002197,0.7880503308722586,True,-2.335055480974426,8.157027529877482e-16,-0.10986097462231867,0,0.0,-0.5281101277629704,0.4899330048625516,-1.0513866791725017,-0.44839634703871983,-0.9465365282555457,0.05443565511830073,-0.39030524702337566,-0.5024794917922736,-1.7358767421520502,-0.8448037917028935,-1.9911496843260474
0.3810000000002197,0.7916489104060077,True,-2.3485391360289496,7.2293974220923e-16,-0.11946020871492104,0,0.0,-0.525490089258835,0.4877758488031101,-1.0458391246006409,-0.44502940157981924,-0.9421012724847855,0.05226835598364302,-0.3870845561144517,-0.4990451936478344,-1.715958157951878,-0.8344785116756102,-1.9721432370123895
0.3820000000002197,0.7949410524884191,True,-2.36153776871297,2.0804832510145156e-16,-0.12783461874579696,0,0.0,-0.5229502602613932,0.4855909500481919,-1.0404490581795554,-0.4418327683911473,-0.9377894736788916,0.050369507268533335,-0.3841028876055799,-0.4958235714027061,-1.6979651810279695,-0.8251337091703398,-1.9545797408483998
0.3830000000002197,0.7979942281243795,True,-2.3741614980957157,4.1529534147952304e-16,-0.13531328595479547,0,0.0,-0.5204778774600366,0.4833950934112776,-1.0351943384855218,-0.43877418938314666,-0.9335824547781322,0.048673461859849804,-0.38130763118629113,-0.492768082423933,-1.6814416407372024,-0.8165430869645326,-1.9381591047414541
0.3840000000002197,0.8008534279802039,True,-2.38648320347466,-2.2027888330678524e-16,-0.14210454129049668,0,0.0,-0.5180642373497842,0.48119880864510217,-1.0300596137965063,-0.4358319316198191,-0.9294674181280737,0.047137313094989475,-0.37866382352112654,-0.4898481385747192,-1.66608810327106,-0.8085568811871396,-1.922677207671172
0.3850000000002197,0.8035505313319267,True,-2.398554181537936,5.043140791076623e-16,-0.1483490712509579,0,0.0,-0.5157030060243619,0.4790090412389163,-1.0250335167652054,-0.43299039582564186,-0.9254349999333286,0.04573121914896952,-0.37614675549151905,-0.4870423035065046,-1.6516954543168947,-0.8010697493535623,-1.9079869869299826
0.3860000000002197,0.8061091637296036,True,-2.4104122209901333,-4.9856481456222807e-17,-0.15414665384371465,0,0.0,-0.5133893463482958,0.47683052663742104,-1.0201072134807199,-0.4302378470192125,-0.9214780084407445,0.044433447878159935,-0.3737381520261555,-0.48433481895288427,-1.638110798991661,-0.7940041803608248,-1.8939779146798135
0.3870000000002197,0.8085474496788139,True,-2.422086155191807,2.351763235960767e-17,-0.15957083546952422,0,0.0,-0.511119424785302,0.47466656229693993,-1.0152735819095262,-0.42756513185140854,-0.917590711242972,0.0432276014379941,-0.37142401410796705,-0.4817136637707206,-1.6252183177648032,-0.7873011266466867,-1.8805641837952598
0.3880000000002197,0.8108796807431939,True,-2.433598608045636,-2.607534266041724e-16,-0.16467754098393667,0,0.0,-0.5088901130321641,0.4725194710231611,-1.0105267134972955,-0.42496490269118525,-0.9137684040528181,0.042100952774404767,-0.3691933148037957,-0.4791693927054258,-1.612927767196002,-0.7809143469744252,-1.867677445088377
0.3890000000002197,0.8131173810397838,True,-2.4449677401757413,4.2628630206328206e-16,-0.1695103994990726,0,0.0,-0.5066987975103361,0.47039089368681974,-1.0058615938688265,-0.4224311224878234,-0.91000713521535,0.04104339406583249,-0.367037168554951,-0.47669440328638224,-1.6011671962675194,-0.7748068051831283,-1.8552621066398716
0.3900000000002197,0.815270017341823,True,-2.456208407856572,9.51062151587785e-16,-0.17410418494306326,0,0.0,-0.5045432522807265,0.46828198189179165,-1.0012738889754107,-0.4199587348282318,-0.9063035217611952,0.040046742796931704,-0.36494827887725784,-0.474282452404475,-1.5898781308275662,-0.7689482781276196,-1.843272162885959
0.3910000000002197,0.8173454891987461,True,-2.4673329598117393,-8.61143895752503e-16,-0.1784871210478461,0,0.0,-0.5024215511276048,0.46619352910373846,-0.9967597964686864,-0.4175434360502784,-0.9026546219883076,0.03910426728884547,-0.362920557986728,-0.47192832583287614,-1.5790122751218079,-0.7633137100670173,-1.8316689815531475
0.39200000000021973,0.8193504773187992,True,-2.478351801524977,1.6089697774672003e-16,-0.1826824740967725,0,0.0,-0.5003320048402355,0.46412606240166915,-0.9923159391167402,-0.4151815130157029,-0.8990578444151601,0.03821035246026243,-0.36094885695448287,-0.46962760533540404,-1.5685291842680247,-0.7578820467202689,-1.8204197144171796
0.39300000000021973,0.8212906974877712,True,-2.4892738051329744,3.586262685690822e-16,-0.18670968325875442,0,0.0,-0.49827311527428897,0.4620799081854758,-0.9879392862819651,-0.41286972460014043,-0.8955108809651887,0.037360258309519376,-0.35902876937463396,-0.4673765002275336,-1.558394579679932,-0.7526353881700681,-1.8094961280257393
0.39400000000021973,0.8231710896828249,True,-2.5001066137266363,5.103320056652389e-17,-0.19058518160826618,0,0.0,-0.49624354092404355,0.4600552401666422,-0.9836270947009156,-0.4106052131593984,-0.8920116567851359,0.03654994152378897,-0.35715648536767297,-0.4651717227837513,-1.5485791028466,-0.7475583599428753,-1.7988737252528106
0.39500000000021973,0.8249959616013652,True,-2.5108568716061597,-8.268920759925635e-16,-0.19432300477063136,0,0.0,-0.4942420705974627,0.45805211501219517,-0.979376862893405,-0.4083854370815015,-0.8885582917834242,0.03577592116958294,-0.3553286809280972,-0.4630103942485114,-1.539057375623707,-0.7426376371690239,-1.78853107324026
0.39600000000021973,0.8267690994149951,True,-2.5215304014540214,-3.289311221472346e-16,-0.19793525035575701,0,0.0,-0.4922676029260959,0.4560704992022598,-0.9751862954199267,-0.40620811850652183,-0.8851490706176535,0.03503517585475234,-0.3535424326425153,-0.46088997269365506,-1.529807279636613,-0.7378615785300533,-1.778449280958909
0.39700000000021973,0.8284938544993619,True,-2.5321323427069986,8.46187165146236e-17,-0.2014324303909029,0,0.0,-0.490319130161992,0.4541102895195478,-0.9710532744027425,-0.4040712021753865,-0.881782418898217,0.03432506380301199,-0.35179515097649966,-0.4588081967842831,-1.5208093954019266,-0.733219940481893,-1.7686115872931107
0.39800000000021973,0.8301732122493871,True,-2.5426672610710987,-4.779495902392593e-16,-0.20482374560464273,0,0.0,-0.4883957251815342,0.4521713288487508,-0.9669758365034876,-0.4019728225897105,-0.8784568840489708,0.033643259902267644,-0.3500845273890329,-0.45676304133616397,-1.5120465599106183,-0.7287036511932741,-1.7590030321421928
0.39900000000021973,0.8318098473288847,True,-2.553139236239815,-3.3696340855636663e-16,-0.2081173016863242,0,0.0,-0.48649653092732514,0.4502534184722663,-0.962952154068023,-0.39991127747734323,-0.8751711197143496,0.03298770552452477,-0.3484084919046327,-0.4547526817531604,-1.5035035134478911,-0.7243046295936669,-1.7496101908148374
0.40000000000021974,0.8334061685047023,True,-2.56355193291719,9.949153526041332e-16,-0.21132028181636225,0,0.0,-0.48462075173091657,0.4483563277153614,-0.9589805195018813,-0.39788500611110844,-0.8719238729073873,0.032356568091089825,-0.34676517870565243,-0.45277546524866313,-1.495166614581726,-0.7200156389729164,-1.7404209573304046
0.40100000000021974,0.8349643553832513,True,-2.5739086588905553,3.142239957656937e-16,-0.2144390857915627,0,0.0,-0.48276764610593254,0.4464798015635175,-0.955059332184474,-0.39589257141158807,-0.8687139733046663,0.03174820816881331,-0.34515289795356835,-0.4508298873175585,-1.4870236078896661,-0.7158301673797832,-1.7314243659722766
0.40200000000021974,0.8364863887793348,True,-2.5842124129415325,-7.619601102703973e-16,-0.2174794433149921,0,0.0,-0.4809365207047791,0.4446235667127239,-0.9511870874033734,-0.39393264503549075,-0.8655403242437063,0.031161152453740456,-0.3435701125040838,-0.44891457232035903,-1.4790634329591434,-0.7117423290447584,-1.7226104430914164
