K,r,eigval_no_gauge_0,eigval_no_gauge_1,eigval_no_gauge_2,eigval_no_gauge_3,eigval_no_gauge_4,eigval_no_gauge_5,eigval_no_gauge_6,eigval_no_gauge_7,eigval_no_gauge_8,eigval_no_gauge_9,eigval_no_gauge_10
0.3710000000002197,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.3720000000002197,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.3730000000002197,0.798009622518771,-2.183269845936176,-1.5824656851434344,-1.3797346664284862,-1.3153840576203017,-1.2188187638634538,-0.9011554159869495,-0.6917762182255219,-0.5805494295817508,-0.5111160153057243,-0.26910639109851126,-0.07586156457900117
0.3740000000002197,0.8036434856753044,-2.2006085168348246,-1.5957014780783494,-1.3928390124967072,-1.3284165375128691,-1.2282916462458826,-0.9116335095532956,-0.7086885745212532,-0.5934935502873037,-0.5202561348248285,-0.2854133003051915,-0.1064799684729051
0.3750000000002197,0.808117378527531,-2.215805358939005,-1.6077664460183763,-1.4045914088584064,-1.339867125603682,-1.2368504840439156,-0.9204822419068563,-0.7231268017651122,-0.6049703378147382,-0.5276248058815769,-0.2992942877485047,-0.12897824384772483
0.3760000000002197,0.8119677171089398,-2.229853775561248,-1.6191631016822918,-1.4156002742381395,-1.350441031026827,-1.244903964716654,-0.9285162565118228,-0.7362104541743555,-0.6156773194831887,-0.5340969546360299,-0.31170139338564384,-0.1473139422749569
0.3770000000002197,0.8154047806752004,-2.243143931792983,-1.6300965908457878,-1.4261077397464808,-1.360421055012186,-1.2526154120345179,-0.9360453955050199,-0.7483825749592339,-0.6258794042158875,-0.5400062220544597,-0.32304535161165987,-0.16299721284676222
0.3780000000002197,0.8185385816313586,-2.2558802110659393,-1.6406781464159306,-1.436242291936615,-1.3699582984920355,-1.2600717438844697,-0.9432273889282168,-0.7598758486138831,-0.6357115657559197,-0.5455224054130972,-0.3335596831994322,-0.1767985015646979
0.3790000000002197,0.8214358903546901,-2.268186745717977,-1.6509774343347998,-1.4460829490870402,-1.3791462284365301,-1.2673265044997162,-0.9501556543829698,-0.7708314610851268,-0.64525388667815,-0.5507457570398673,-0.3433965758978965,-0.18917477324471485
0.3800000000002197,0.824141146433694,-2.2801461657591275,-1.6610421165250233,-1.4556829457998353,-1.388048108091144,-1.2744157912627911,-0.9568910391453077,-0.7813430545531049,-0.6545586328580962,-0.5557412014501039,-0.35266363013435365,-0.20042391613162483
0.3810000000002197,0.8266858546414808,-2.291817031953591,-1.6709068092563633,-1.4650804455402544,-1.3967094520458738,-1.2813654792271543,-0.963475876230142,-0.7914766223146428,-0.6636622376326545,-0.560553542210814,-0.3614411341125926,-0.21075323585889322
0.3820000000002197,0.8290934016422148,-2.30324278354856,-1.680597762007129,-1.4743040690720504,-1.405164480712815,-1.2881949597733502,-0.9699410831427822,-0.8012807726335626,-0.6725913601612946,-0.5652151686126845,-0.3697913298432841,-0.22031410637614246
0.3830000000002197,0.8313817671476673,-2.3144567803837317,-1.6901355391632076,-1.4833760270314886,-1.4134397933656788,-1.2949192643700564,-0.9763100968593438,-0.810792537970406,-0.6813662509785662,-0.5697503420727486,-0.37776386548128865,-0.229221214349886
