K,r,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9
2.72600000000003,0.9946143798165901,0.0,-0.10455507987725053,0.005049939521597794,-0.17897575827804355,-0.10862875858472021,-0.18378822624933389,-0.054784529992132354,-0.19417747960484982,-0.14287442616170157,-0.36800387586688077
2.72700000000003,0.994618353353612,0.0,-0.10451655363911082,0.0050480136901153525,-0.1789097484993523,-0.10858867438579858,-0.18372053672120983,-0.054764391229685974,-0.19410588352096214,-0.14282186039381603,-0.36786761101584925
2.72800000000003,0.9946223224853411,0.0,-0.10447805585201568,0.005046089352970301,-0.1788437875357802,-0.10854861985200479,-0.18365289714482722,-0.05474426728620259,-0.19403434036188413,-0.1427693333551761,-0.36773144754487197
2.72900000000003,0.9946262872183003,0.0,-0.1044395864843831,0.00504416650839717,-0.17877787533303954,-0.1085085949503142,-0.18358530746479063,-0.05472415814531084,-0.1939628500687873,-0.1427168450029247,-0.3675953853402742
2.7300000000000297,0.9946302475590018,0.0,-0.10440114550467805,0.005042245154633179,-0.17871201183692356,-0.10846859964775159,-0.18351776762578675,-0.054704063790663705,-0.19389141258293074,-0.14266439529426825,-0.3674594242885523
2.7310000000000296,0.9946342035139448,0.0,-0.10436273288141207,0.005040325289918444,-0.17864619699330586,-0.10842863391139061,-0.18345027757258414,-0.05468398420593802,-0.1938200278456606,-0.14261198418647617,-0.36732356427637264
2.7320000000000295,0.9946381550896172,0.0,-0.10432434858314348,0.005038406912495864,-0.17858043074814048,-0.10838869770835387,-0.183382837250033,-0.054663919374834724,-0.19374869579841014,-0.14255961163688094,-0.36718780519057187
2.7330000000000294,0.9946421022924945,0.0,-0.10428599257847716,0.005036490020611143,-0.17851471304746175,-0.10834879100581296,-0.18331544660306523,-0.05464386928107885,-0.1936774163826995,-0.1425072776028781,-0.3670521469181566
2.7340000000000293,0.9946460451290401,0.0,-0.1042476648360646,0.005034574612512674,-0.17844904383738416,-0.10830891377098834,-0.18324810557669438,-0.054623833908419385,-0.1936061895401359,-0.1424549820419262,-0.36691658934630283
2.735000000000029,0.9946499836057053,0.0,-0.10420936532460341,0.005032660686451842,-0.17838342306410204,-0.10826906597114894,-0.18318081411601497,-0.054603813240629136,-0.1935350152124127,-0.14240272491154618,-0.36678113236235577
2.736000000000029,0.9946539177289302,0.0,-0.10417109401283782,0.0050307482406826715,-0.17831785067388958,-0.10822924757361244,-0.18311357216620283,-0.054583807261504795,-0.19346389334130992,-0.14235050616932177,-0.36664577585382924
2.737000000000029,0.9946578475051424,0.0,-0.10413285086955816,0.005028837273461938,-0.1782523266131007,-0.1081894585457451,-0.1830463796725149,-0.054563815954867,-0.19339282386869389,-0.14229832577289928,-0.3665105197084059
2.738000000000029,0.9946617729407575,0.0,-0.10409463586360092,0.005026927783049255,-0.17818685082816876,-0.10814969885496158,-0.18297923658028883,-0.054543839304560124,-0.19332180673651703,-0.14224618367998731,-0.3663753638139366
2.7390000000000287,0.9946656940421797,0.0,-0.10405644896384861,0.005025019767707088,-0.17812142326560634,-0.10810996846872464,-0.18291214283494286,-0.054523877294452065,-0.19325084188681751,-0.14219407984835652,-0.36624030805843966
2.7400000000000286,0.9946696108158012,0.0,-0.1040182901392299,0.005023113225700446,-0.17805604387200566,-0.10807026735454578,-0.1828450983819762,-0.05450392990843487,-0.19317992926171978,-0.14214201423584033,-0.3661053523301018
2.7410000000000285,0.9946735232680024,0.0,-0.10398015935871908,0.005021208155297323,-0.1779907125940374,-0.10803059547998407,-0.18277810316696794,-0.0544839971304237,-0.19310906880343323,-0.14208998680033338,-0.36597049651727587
2.7420000000000284,0.9946774314051515,0.0,-0.10394205659133657,0.00501930455476819,-0.17792542937845185,-0.10799095281264727,-0.18271115713557795,-0.054464078944357834,-0.19303826045425346,-0.14203799749979304,-0.3658357405084829
2.7430000000000283,0.9946813352336057,0.0,-0.10390398180614815,0.005017402422386654,-0.17786019417207738,-0.10795133932019048,-0.18264426023354566,-0.05444417533419963,-0.19296750415656072,-0.1419860462922378,-0.3657010841924095
2.744000000000028,0.9946852347597094,0.0,-0.10386593497226558,0.005015501756428632,-0.1777950069218216,-0.10791175497031727,-0.182577412406691,-0.05442428628393543,-0.192896799852821,-0.14193413313574835,-0.36556652745790935
2.745000000000028,0.9946891299897969,0.0,-0.10382791605884598,0.005013602555173085,-0.1777298675746702,-0.10787219973077865,-0.18251061360091336,-0.05440441177757475,-0.1928261474855849,-0.14188225798846676,-0.3654320701940019
2.746000000000028,0.9946930209301891,0.0,-0.10378992503509199,0.005011704816901519,-0.17766477607768735,-0.1078326735693735,-0.1824438637621919,-0.0543845517991506,-0.19275554699748798,-0.14183042080859648,-0.365297712289872
2.747000000000028,0.9946969075871969,0.0,-0.10375196187025161,0.00500980853989832,-0.17759973237801543,-0.1077931764539482,-0.18237716283658528,-0.05436470633271944,-0.19268499833125047,-0.14177862155440246,-0.3651634536348703
2.7480000000000278,0.9947007899671179,0.0,-0.1037140265336183,0.005007913722450359,-0.17753473642287493,-0.10775370835239693,-0.18231051077023167,-0.05434487536236113,-0.1926145014296773,-0.141726860184211,-0.36502929411851237
2.7490000000000276,0.9947046680762393,0.0,-0.10367611899453053,0.005006020362847467,-0.1774697881595641,-0.10771426923266106,-0.18224390750934832,-0.05432505887217877,-0.19254405623565762,-0.14167513665640932,-0.36489523363047865
2.7500000000000275,0.9947085419208364,0.0,-0.10363823922237199,0.005004128459382079,-0.177404887535459,-0.1076748590627293,-0.18217735300023147,-0.054305256846298555,-0.19247366269216462,-0.1416234509294456,-0.3647612720606137
2.7510000000000274,0.9947124115071727,0.0,-0.10360038718657152,0.00500223801034917,-0.17734003449801344,-0.10763547781063804,-0.18211084718925669,-0.05428546926887033,-0.1924033207422561,-0.14157180296182933,-0.3646274092989269
2.7520000000000273,0.9947162768415007,0.0,-0.10356256285660273,0.005000349014046774,-0.17727522899475842,-0.10759612544447023,-0.18204439002287773,-0.054265696124066586,-0.19233303032907306,-0.14152019271213023,-0.36449364523559064
2.753000000000027,0.994720137930061,0.0,-0.10352476620198425,0.0049984614687753354,-0.17721047097330248,-0.1075568019323564,-0.18197798144762756,-0.0542459373960834,-0.1922627913958408,-0.1414686201389792,-0.3643599797609415
2.754000000000027,0.9947239947790826,0.0,-0.10348699719227958,0.004996575372837978,-0.17714576038133137,-0.10751750724247396,-0.18191162141011735,-0.05422619306913965,-0.19219260388586795,-0.14141708520106747,-0.3642264127654789
2.755000000000027,0.9947278473947835,0.0,-0.10344925579709678,0.004994690724540638,-0.17708109716660783,-0.10747824134304726,-0.18184530985703679,-0.05420646312747758,-0.19212246774254685,-0.14136558785714687,-0.36409294413986565
2.756000000000027,0.9947316957833696,0.0,-0.10341154198608865,0.00499280752219186,-0.1770164812769714,-0.10743900420234735,-0.18177904673515352,-0.054186747555362014,-0.19205238290935264,-0.1413141280660293,-0.3639595737749265
2.7570000000000268,0.9947355399510367,0.0,-0.10337385572895258,0.0049909257641028385,-0.17695191266033858,-0.1073997957886923,-0.18171283199131358,-0.05416704633708115,-0.19198234932984418,-0.1412627057865873,-0.3638263015616493
2.7580000000000267,0.9947393799039679,0.0,-0.10333619699543038,0.0049890454485874034,-0.17688739126470238,-0.10736061607044661,-0.18164666557244072,-0.05414735945694594,-0.19191236694766295,-0.14121132097775332,-0.3636931273911833
2.7590000000000265,0.9947432156483355,0.0,-0.10329856575530824,0.004987166573962147,-0.17682291703813222,-0.10732146501602145,-0.1815805474255365,-0.054127686899290144,-0.19184243570653328,-0.14115997359851973,-0.3635600511548397
2.7600000000000264,0.9947470471903,0.0,-0.10326096197841662,0.00498528913854635,-0.17675848992877394,-0.10728234259387441,-0.18151447749768013,-0.05410802864847045,-0.19177255555026226,-0.14110866360793897,-0.36342707274409114
2.7610000000000263,0.994750874536012,0.0,-0.10322338563463036,0.004983413140661709,-0.17669410988484957,-0.10724324877250965,-0.18144845573602836,-0.0540883846888664,-0.19170272642273956,-0.14105739096512332,-0.3632941920505714
2.762000000000026,0.994754697691609,0.0,-0.10318583669386838,0.0049815385786327404,-0.17662977685465722,-0.10720418352047752,-0.1813824820878153,-0.05406875500488019,-0.1916329482679371,-0.1410061556292446,-0.36316140896607485
2.763000000000026,0.9947585166632186,0.0,-0.10314831512609361,0.004979665450786568,-0.1765654907865709,-0.10716514680637464,-0.18131655650035217,-0.05404913958093682,-0.19156322102990903,-0.14095495755953433,-0.36302872338255665
2.764000000000026,0.9947623314569567,0.0,-0.1031108209013131,0.00497779375545289,-0.17650125162904046,-0.10712613859884387,-0.18125067892102747,-0.054029538401484,-0.19149354465279178,-0.14090379671528355,-0.36289613519213215
2.765000000000026,0.9947661420789273,0.0,-0.10307335398957769,0.004975923490964066,-0.17643705933059123,-0.10708715886657402,-0.18118484929730644,-0.05400995145099194,-0.19142391908080347,-0.1408526730558425,-0.36276364428707636
2.7660000000000258,0.994769948535225,0.0,-0.10303591436098201,0.004974054655655211,-0.176372913839824,-0.1070482075782998,-0.18111906757673102,-0.053990378713953416,-0.19135434425824394,-0.14080158654062072,-0.3626312505598241
2.7670000000000257,0.9947737508319315,0.0,-0.10299850198566454,0.0049721872478638365,-0.17630881510541516,-0.10700928470280198,-0.18105333370691998,-0.053970820174883916,-0.19128482012949477,-0.14075053712908692,-0.3624989539029694
2.7680000000000256,0.9947775489751187,0.0,-0.1029611168338075,0.004970321265930129,-0.17624476307611628,-0.10697039020890725,-0.18098764763556877,-0.053951275818321535,-0.1912153466390192,-0.14069952478076908,-0.3623667542092655
2.7690000000000254,0.9947813429708456,0.0,-0.1029237588756365,0.0049684567081969815,-0.17618075770075384,-0.10693152406548773,-0.1809220093104488,-0.05393174562882649,-0.1911459237313615,-0.14064854945525374,-0.3622346513716243
2.7700000000000253,0.9947851328251625,0.0,-0.10288642808142082,0.004966593573009709,-0.1761167989282294,-0.10689268624146145,-0.18085641867940802,-0.05391222959098174,-0.19107655135114723,-0.14059761111218652,-0.36210264528311603
2.771000000000025,0.9947889185441068,0.0,-0.10284912442147302,0.004964731858716471,-0.1760528867075192,-0.1068538767057917,-0.18079087569037025,-0.05389272768939241,-0.19100722944308282,-0.14054670971127153,-0.361970735836969
2.772000000000025,0.9947927001337059,0.0,-0.10281184786614923,0.004962871563667679,-0.17598902098767447,-0.10681509542748772,-0.18072538029133556,-0.053873239908686234,-0.19093795795195595,-0.14049584521227193,-0.3618389229265697
2.773000000000025,0.9947964775999756,0.0,-0.10277459838584857,0.004961012686216691,-0.17592520171782047,-0.10677634237560361,-0.18065993243037948,-0.05385376623351295,-0.19086873682263458,-0.14044501757500882,-0.36170720644546184
2.774000000000025,0.9948002509489209,0.0,-0.10273737595101357,0.004959155224719197,-0.17586142884715728,-0.10673761751923912,-0.18059453205565337,-0.05383430664854478,-0.1907995660000675,-0.1403942267593621,-0.3615755862873465
2.775000000000025,0.9948040201865361,0.0,-0.10270018053212977,0.0049572991775335175,-0.17579770232495906,-0.10669892082753915,-0.18052917911538424,-0.05381486113847614,-0.1907304454292839,-0.14034347272526984,-0.3614440623460817
2.7760000000000247,0.9948077853188042,0.0,-0.10266301209972568,0.004955444543020716,-0.17573402210057398,-0.10666025226969357,-0.1804638735578742,-0.05379542968802343,-0.19066137505539313,-0.14029275543272815,-0.3613126345156821
2.7770000000000246,0.9948115463516976,0.0,-0.10262587062437302,0.004953591319544049,-0.17567038812342461,-0.10662161181493775,-0.18039861533150112,-0.05377601228192564,-0.190592354823585,-0.14024207484179166,-0.36118130269031906
2.7780000000000244,0.9948153032911774,0.0,-0.10258875607668608,0.004951739505469684,-0.1756068003430069,-0.10658299943255156,-0.18033340438471737,-0.0537566089049434,-0.19052338467912885,-0.14019143091257244,-0.3610500667643195
2.7790000000000243,0.9948190561431947,0.0,-0.10255166842732223,0.004949889099166055,-0.17554325870889095,-0.10654441509186018,-0.180268240666051,-0.05373721954185981,-0.1904544645673744,-0.14014082360524094,-0.36091892663216674
2.7800000000000242,0.9948228049136887,0.0,-0.1025146076469812,0.004948040099004518,-0.17547976317071992,-0.10650585876223308,-0.18020312412410408,-0.05371784417747948,-0.19038559443375036,-0.14009025288002475,-0.36078788218849894
2.781000000000024,0.9948265496085884,0.0,-0.10247757370640569,0.004946192503358651,-0.17541631367821084,-0.10646733041308495,-0.1801380547075541,-0.05369848279662953,-0.1903167742237657,-0.14003971869720974,-0.3606569333281102
