K,r,eigval_no_gauge_0,eigval_no_gauge_1,eigval_no_gauge_2,eigval_no_gauge_3,eigval_no_gauge_4,eigval_no_gauge_5,eigval_no_gauge_6,eigval_no_gauge_7,eigval_no_gauge_8
0.5480000000002199,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.5490000000002199,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.5500000000002199,0.8575151240990434,-3.1158973104523726,-2.900891743232694,-2.526494359736886,-2.372710031435318,-1.6767728791457022,-1.5164456211050361,-0.9462174083389704,-0.6093995370585382,-0.0752385680926254
0.5510000000002199,0.8602342090222314,-3.1281467036604265,-2.9091973075046567,-2.53331498688652,-2.3820313759717693,-1.685860640899533,-1.5217248156074739,-0.9488356233644302,-0.6194098650144859,-0.10512688593002859
0.5520000000002199,0.8623579192492737,-3.139329035146942,-2.9170392336585405,-2.540023276636256,-2.39039620133369,-1.6937183724800176,-1.5266241047133937,-0.9514062951613121,-0.6279992632670955,-0.12743951074667112
0.5530000000002199,0.8641717670583243,-3.1499541403323685,-2.924641399613259,-2.5466706266256427,-2.3982655458118702,-1.7009409819522205,-1.5313285610968899,-0.9539507476670354,-0.6358861888513883,-0.14580508176258256
0.5540000000002199,0.8657863960352143,-3.16021964889729,-2.932090370479238,-2.553276981529076,-2.405817720745534,-1.707758351235223,-1.535909523012581,-0.9564772920034512,-0.6433438736992453,-0.16163159119592443
0.5550000000002199,0.8672586146984613,-3.1702270751478556,-2.939430487404414,-2.5598526012065563,-2.4131441036391617,-1.7142881788392605,-1.5404034327302991,-0.9589902247060352,-0.6505097192312409,-0.1756431241259276
0.5560000000002199,0.8686222167092359,-3.180036841743111,-2.9466880613795947,-2.566403604262924,-2.420298950414383,-1.720600282685158,-1.5448318616173946,-0.9614921223808064,-0.6574635647353214,-0.18827128018490255
0.5570000000002199,0.8698992545755565,-3.1896884064552444,-2.953880216182346,-2.572933996037072,-2.427317600887285,-1.726740093611617,-1.549208818016604,-0.9639846822299857,-0.6642561446662139,-0.1997983835244619
0.5580000000002199,0.871105071559469,-3.199209245548893,-2.961018832274017,-2.579446573890163,-2.4342245979431505,-1.7327391294089494,-1.5535440016786386,-0.9664690977310788,-0.6709217174058985,-0.21042141525176486
0.5590000000002199,0.8722508587410011,-3.2086194189386013,-2.9681125493924223,-2.585943387314838,-2.4410378101084738,-1.7386203113545906,-1.5578444538958844,-0.9689462498130366,-0.6774844474021859,-0.2202845069466563
0.5600000000002199,0.8733450801673912,-3.217934114610505,-2.9751678817751257,-2.592425994415895,-2.447770727358967,-1.7444009239661158,-1.5621154751649133,-0.9714168135584383,-0.6839619432026951,-0.2294970526786832
0.5610000000002199,0.8743943243126545,-3.2271651688732432,-2.9821898839019987,-2.598895615175366,-2.4544338316472127,-1.7500943813137009,-1.5663611722510542,-0.973881322046707,-0.6903673602926802,-0.23814453103855007
0.5620000000002199,0.8754038412123252,-3.2363220254611296,-2.9891825701143833,-2.60535322815922,-2.461035460785586,-1.755711340018292,-1.5705848025499787,-0.9763402066900112,-0.6967107208752552,-0.24629533257440364
0.5630000000002199,0.8763778964776804,-3.245412367716528,-2.996149190933839,-2.611799634269856,-2.4675823773505914,-1.7612604319718432,-1.574789000558841,-0.9787938238595312,-0.70299977926417,-0.25400525990169276
0.5640000000002199,0.8773200131884653,-3.254442550599216,-3.0030924216947783,-2.6182355003183635,-2.4740801570899316,-1.766748764423306,-1.5789759322875265,-0.9812424731084404,-0.709240610096922,-0.26132060281667596
0.5650000000002199,0.8782331422513647,-3.263417904979857,-3.0100144952680767,-2.6246613897195985,-2.4805334622433515,-1.7721822717720126,-1.58314740377311,-0.9836864100276215,-0.7154380203146308,-0.2682803042926891
0.5660000000002199,0.8791197855061971,-3.272342957564752,-3.016917297877854,-2.6310777846797726,-2.4869462388903107,-1.7775659694919892,-1.5873049393267664,-0.986125855552095,-0.7215958450856708,-0.2749175260262531
0.5670000000002199,0.8799820866884683,-3.281221593428897,-3.023802439827962,-2.6374851025954142,-2.4933218626497125,-1.7829041415372604,-1.5914498392287852,-0.9885610028501484,-0.7277171650296068,-0.2812608055697054
0.5680000000002199,0.8808218999462957,-3.2900571784652213,-3.030671308721014,-2.6438837084096716,-2.499663248336377,-1.7882004813401446,-1.5955832230923808,-0.9909920225227068,-0.7338044685954829,-0.28733492836138813
0.5690000000002199,0.8816408423403331,-3.2988526532317923,-3.0375251101921923,-2.650273924082913,-2.5059729339143106,-1.7934581997218488,-1.5997060630210103,-0.9934190665953498,-0.7398597754174144,-0.2931615963431328
0.5700000000002199,0.8824403346796407,-3.3076106059668557,-3.0443648995576855,-2.656656035961499,-2.512253145743912,-1.7986801087294129,-1.603819209344322,-0.9958422716301151,-0.7458847313058441,-0.29875994849787024
0.5710000000002199,0.8832216337152692,-3.316333330167256,-3.0511916067363822,-2.6630303005887908,-2.518505849978138,-1.8038686876514927,-1.6079234108647342,-0.9982617611843047,-0.7518806822693613,-0.304146971702034
0.5720000000002199,0.8839858578289532,-3.3250228705466434,-3.0580060561122373,-2.669396949343398,-2.524732793539979,-1.8090261356323882,-1.6120193309791568,-1.0006776477771848,-0.7578487327883878,-0.3093378290438045
0.5730000000002199,0.8847340077560717,-3.333681060121889,-3.0648089825374223,-2.6757561921818818,-2.5309355371516298,-1.8141544140646133,-1.6161075606571578,-1.003090034480573,-0.7637897920966481,-0.3143461251516846
0.5740000000002199,0.8854669834691197,-3.3423095504388294,-3.0716010443539314,-2.6821082206888573,-2.537115482222012,-1.8192552810852793,-1.6201886289925582,-1.005499016218208,-0.7697046112169829,-0.31918412282792546
0.5750000000002199,0.8861855980578115,-3.350909836430552,-3.078382834084793,-2.6884532105851324,-2.5432738929332803,-1.8243303199014997,-1.6242630118600678,-1.0079046808370717,-0.7755938127899842,-0.32386292159347907
0.5760000000002199,0.8868905892348067,-3.3594832770316403,-3.085154887284485,-2.6947913238072916,-2.549411914534229,-1.829380962241546,-1.6283311390763093,-1.0103071099981602,-0.7814579152291634,-0.3283926061186863
0.5770000000002199,0.8875826289459724,-3.368031112403707,-3.091917689921139,-2.7011227102450714,-2.555530588607663,-1.8344085079184809,-1.632393400368885,-1.0127063799229525,-0.7872973523707815,-0.3327823706073957
0.5780000000002199,0.888262331453898,-3.37655447843093,-3.0986716845771314,-2.707447509202964,-2.561630865901995,-1.8394141412653378,-1.6364501503869389,-1.0151025620234975,-0.7931124895181831,-0.33704062380273275
0.5790000000002199,0.8889302601814394,-3.385054418997857,-3.105417275690935,-2.71376585063784,-2.567713617185842,-1.8443989450318323,-1.64050171293455,-1.0174957234378568,-0.7989036365808831,-0.3411750782428918
0.5800000000002199,0.889586933540473,-3.393531896451823,-3.1121548340150222,-2.720077856213198,-2.5737796424857704,-1.8493639122054852,-1.6445483845691633,-1.0198859274880074,-0.8046710588585078,-0.3451928266140079
0.5810000000002199,0.8902328299242107,-3.4019878005686994,-3.1188847004282243,-2.7263836402021946,-2.5798296789921853,-1.8543099561235612,-1.6485904376774758,-1.0222732340737484,-0.8104149859053698,-0.3491004074537095
0.5820000000002199,0.8908683920055027,-3.410422956276432,-3.125607189213026,-2.7326833102652395,-2.5858644078608863,-1.8592379191681605,-1.6526281231185251,-1.0246577000134591,-0.8161356188235975,-0.35290386200401436
0.5830000000002199,0.8914940304557314,-3.4188381303413107,-3.132322590886541,-2.7389769681227603,-2.591884460093282,-1.864148580279556,-1.6566616725060044,-1.0270393793404464,-0.8218331362645626,-0.3566087836602301
0.5840000000002199,0.8921101271771648,-3.427234037182858,-3.139031174657152,-2.7452647101399874,-2.5978904216433785,-1.8690426614781106,-1.660691300188145,-1.0294183235619543,-0.8275076993648877,-0.3602203611878265
0.5850000000002199,0.8927170381245295,-3.435611343952905,-3.1457331905653745,-2.7515466278374165,-2.603882837872454,-1.8739208335499344,-1.6647172049726755,-1.0317945818866614,-0.8331594558012081,-0.36374341666326404
0.5860000000002199,0.8933150957779901,-3.4439706749899752,-3.1524288713570865,-2.7578228083381906,-2.6098622174504547,-1.8787837210235803,-1.6687395716358138,-1.0341682014254017,-0.8387885431142713,-0.36718243892356056
0.5870000000002199,0.8939046113188878,-3.4523126157408317,-3.1591184341287626,-2.7640933347616636,-2.615829035785966,-1.8836319065427756,-1.6727585722473775,-1.0365392273690675,-0.8443950914261212,-0.37054161317286993
0.5880000000002199,0.8944858765508718,-3.4606377162254964,-3.1658020817776618,-2.7703582865709175,-2.6217837380526174,-1.8884659347223267,-1.6767743673386957,-1.0389077031469807,-0.849979225652437,-0.37382484728465387
0.5890000000002199,0.8950591656020043,-3.468946494109348,-3.1724800042843975,-2.7766177398806007,-2.627726741868569,-1.8932863155598316,-1.6807871069354492,-1.0412736705684835,-0.855541067294515,-0.3770357952492735
0.5900000000002199,0.8956247364376871,-3.4772394374357143,-3.1791523798509074,-2.7828717677305224,-2.633658439676489,-1.8980935274641286,-1.6847969314740892,-1.0436371699500537,-0.8610807358810797,-0.38017787814497345
0.5910000000002199,0.8961828322095592,-3.4855170070640416,-3.1858193759132005,-2.7891204403295755,-2.6395792008640746,-1.902888019951748,-1.6888039726174449,-1.045998240229912,-0.8665983501183663,-0.38325430295097535
0.5920000000002199,0.8967336824616511,-3.4937796388516373,-3.1924811500452663,-2.7953638252737805,-2.6454893736588674,-1.9076702160547145,-1.6928083539827483,-1.0483569190718016,-0.8720940287972305,-0.3862680794732555
0.5930000000002199,0.8972775042118905,-3.5020277456114934,-3.199137850768034,-2.801601987741803,-2.651389286826127,-1.9124405144765881,-1.6968101917933114,-1.05071324295935,-0.8775678914980887,-0.38922203561328994
0.5940000000002199,0.8978145029243997,-3.510261718873779,-3.205789618275282,-2.807834990670678,-2.657279251194271,-1.917199291528079,-1.7008095954634077,-1.0530672472822564,-0.8830200591278452,-0.39211883117691837
0.5950000000002199,0.8983448733858117,-3.518481930474722,-3.21243658508664,-2.8140628949141773,-2.663159561028817,-1.9219469028691774,-1.7048066681245426,-1.0554189664153641,-0.8884506543174611,-0.39496097039270883
0.5960000000002199,0.8988688004969756,-3.526688733993272,-3.219078876636385,-2.820285759385854,-2.6690304952729083,-1.9266836850808937,-1.708801507100166,-1.0577684337915625,-0.8938598017042013,-0.3977508132858776
0.5970000000002199,0.8993864599898655,-3.5348824660531144,-3.2257166118055682,-2.8265036411885824,-2.6748923186699334,-1.9314099570864622,-1.7127942043348245,-1.0601156819693063,-0.8992476281187609,-0.40049058603431253
0.5980000000002199,0.899898019078181,-3.5430634475052454,-3.232349903403978,-2.8327165957320863,-2.6807452827816753,-1.9361260214393294,-1.7167848467830373,-1.0624607426955013,-0.9046142626942266,-0.4031823904166219
0.5990000000002199,0.9004036370490154,-3.551231984504377,-3.2389788586075854,-2.8389246768398086,-2.6865896269137095,-1.940832165492763,-1.7207735167624203,-1.0648036469643922,-0.9099598369110935,-0.40582821244810735
0.6000000000002199,0.9009034658020156,-3.5593883694906756,-3.245603579356328,-2.8451279368463176,-2.692425578958153,-1.9455286624641412,-1.724760292274982,-1.0671444250730229,-0.9152844845903197,-0.40842993028852786
0.6010000000002199,0.90139765034164,-3.567532882086881,-3.2522241627166033,-2.8513264266862133,-2.6982533561626623,-1.9502157724052982,-1.7287452473000613,-1.069483106673809,-0.9205883418443879,-0.4109893214953445
0.6020000000002199,0.9018863292274322,-3.575665789919654,-3.2588407012121237,-2.857520195975481,-2.7040731658334525,-1.9548937430887754,-1.7327284520619053,-1.071819720824709,-0.9258715469947552,-0.41350806968724296
0.6030000000002199,0.9023696349866219,-3.5837873493729075,-3.2654532831265084,-2.863709293086021,-2.7098852059791287,-1.959562810818785,-1.7367099732745346,-1.0741542960374433,-0.9311342404626968,-0.415987770675224
0.6040000000002199,0.9028476944928597,-3.5918978062799196,-3.272061992780433,-2.86989376521409,-2.715689665901346,-1.9642232011744913,-1.7406898743662025,-1.0764868603241933,-0.9363765646393245,-0.418429938111946
0.6050000000002199,0.9033206293144327,-3.5999973965602825,-3.2786669107859376,-2.8760736584432482,-2.721486726737583,-1.968875129692411,-1.7446682156855304,-1.0788174412432066,-0.9415986637395827,-0.42083600870431626
0.6060000000002199,0.9037885560349329,-3.608086346807024,-3.28526811428011,-2.8822490178023084,-2.727276561960707,-1.9735188024938983,-1.748645054691087,-1.0811460659437,-0.9468006836441931,-0.42320734702944596
0.6070000000002199,0.904251586549012,-3.616164874828597,-3.2918656771401795,-2.888419887318853,-2.73305933783948,-1.9781544168630067,-1.7526204461260328,-1.0834727612104869,-0.9519827717327324,-0.4255452499896494
0.6080000000002199,0.904709828335558,-3.624233190150018,-3.2984596701817583,-2.8945863100686524,-2.738835213863701,-1.9827821617794648,-1.7565944421792727,-1.0857975535087288,-0.9571450767104874,-0.4278509509385
0.6090000000002199,0.9051633847103779,-3.632291494476818,-3.3050501613418217,-2.900748328221427,-2.744604343137249,-1.9874022184109024,-1.7605670926343344,-1.088120469029257,-0.9622877484310679,-0.430125623506595
0.6100000000002199,0.9056123550602498,-3.64033998212523,-3.3116372158478544,-2.906905983083229,-2.750366872741944,-1.9920147605681258,-1.764538445007145,-1.090441533734903,-0.9674109377164388,-0.43237038515272586
0.6110000000002199,0.9060568350600013,-3.6483788404215627,-3.3182208963743767,-2.9130593151358384,-2.7561229440748907,-1.9966199551267063,-1.7685085446736808,-1.0927607734083427,-0.9725147961754851,-0.4345863004636546
0.6120000000002199,0.9064969168741089,-3.6564082500734605,-3.324801263188002,-2.919208364073324,-2.76187269316158,-2.0012179624179445,-1.7724774349884145,-1.0950782137019832,-0.9775994760219566,-0.43677438422335846
0.6130000000002199,0.9069326893441538,-3.6644283855154667,-3.331378374282044,-2.925353168836109,-2.767616250946892,-2.005808936591826,-1.776445157394357,-1.0973938801904748,-0.9826651298922747,-0.43893560427060696
0.6140000000002199,0.9073642381633356,-3.6724394152310347,-3.337952285501542,-2.9314937676427135,-2.7733537435658944,-2.010393025954414,-1.7804117515254025,-1.099707798426518,-0.9877119106633746,-0.4410708841619512
0.6150000000002199,0.9077916460391299,-3.6804415020529864,-3.344523050659559,-2.937630198019387,-2.7790852925960965,-2.014970373281834,-1.7843772553016741,-1.1020199940007234,-0.9927399712705245,-0.44318110565559465
0.6160000000002199,0.9082149928450635,-3.6884348034441325,-3.3510907216454435,-2.943762496827777,-2.7848110152927408,-2.019541116112809,-1.7883417050184034,-1.1043304926063626,-0.9977494645247263,-0.44526711103018246
0.6170000000002199,0.9086343557624945,-3.696419471759672,-3.35765534852577,-2.9498907002908408,-2.7905310248084745,-2.024105387021474,-1.79230513542891,-1.1066393201100244,-1.002740542929114,-0.44732970525132265
0.6180000000002199,0.9090498094131937,-3.704395654492849,-3.364216979638516,-2.956014844017101,-2.796245430398687,-2.0286633138721424,-1.796267579822165,-1.108946502629312,-1.0077133584934206,-0.44936965799742545
0.6190000000002199,0.909461425983453,-3.712363494505105,-3.370775661681025,-2.9621349630234155,-2.8019543376136444,-2.0332150200573746,-1.8002290700953354,-1.11125206661898,-1.0126680625453275,-0.4513877055555002
0.6200000000002199,0.9098692753403803,-3.7203231302419826,-3.3773314397922527,-2.9682510917563327,-2.807657848478407,-2.037760624720738,-1.804189636821738,-1.1135560389670411,-1.017604805537192,-0.4533845525966002
0.6210000000002199,0.9102734251409766,-3.7282746959358253,-3.3838843576297606,-2.9743632641121858,-2.8133560616615627,-2.042300242965402,-1.8081493093145569,-1.11585844710283,-1.0225237368462572,-0.45536087383975
0.6220000000002199,0.9106739409345428,-3.736218321796284,-3.3904344574418195,-2.980471513455995,-2.819049072633505,-2.0468339860496583,-1.8121081156866263,-1.1181593191192487,-1.027425004566045,-0.45731731561249156
0.6230000000002199,0.9110708862589086,-3.7441541341895115,-3.3969817801350435,-2.986575872639288,-2.824736973815151,-2.0513619615703913,-1.816066082906603,-1.1204586839119577,-1.0323087552861274,-0.4592544973154835
0.6240000000002199,0.9114643227309449,-3.752082255806884,-3.4035263653378527,-2.9926763740168862,-2.8304198547177197,-2.0558842736353173,-1.8200232368517768,-1.122756571338819,-1.0371751338568391,-0.46117301279793477
0.6250000000002199,0.9118543101317624,-3.760002805823964,-3.410068251460093,-2.998773049462789,-2.8360978020742675,-2.0604010230249252,-1.8239796023577783,-1.1250530124036335,-1.0420242831348008,-0.4630734316502057
0.6260000000002199,0.9122409064869871,-3.76791590005046,-3.4166074757490477,-3.0048659303851477,-2.841770899963561,-2.064912307344747,-1.827935203265402,-1.127348039469107,-1.046856343704137,-0.4649563004192895
0.6270000000002199,0.9126241681424528,-3.775821651071745,-3.4231440743422326,-3.010955047740456,-2.8474392299268194,-2.0694182211687555,-1.83189006246476,-1.1296416865050956,-1.051671453567177,-0.46682214375248365
0.6280000000002199,0.9130041498356324,-3.7837201683825543,-3.429678082317013,-3.0170404320470063,-2.853102871077842,-2.0739188561744593,-1.835844201936937,-1.1319339893796887,-1.0564697477969376,-0.4686714654741936
0.6290000000002199,0.9133809047631001,-3.791611558513376,-3.436209533737419,-3.0231221133975943,-2.8587619002069644,-2.078414301270262,-1.839797642793345,-1.1342249862024405,-1.0612513581418455,-0.47050474960029165
0.6300000000002199,0.913754484644294,-3.7994959251500444,-3.442738461698275,-3.029200121471639,-2.864416391879271,-2.082904642715682,-1.8437504053129072,-1.1365147177315145,-1.0660164125707987,-0.47232246129428834
0.6310000000002199,0.9141249397818257,-3.8073733692469487,-3.4492648983668808,-3.0352744855466383,-2.8700664185274296,-2.0873899642348586,-1.8477025089772516,-1.1388032278595202,-1.0707650347435393,-0.47412504776909925
0.6320000000002199,0.9144923191185688,-3.815243989134323,-3.4557888750223458,-3.0413452345091123,-2.875712050539571,-2.091870347123805,-1.851653972504011,-1.1410905641968663,-1.075497343387392,-0.4759129391379787
0.6330000000002199,0.9148566702917306,-3.823107880619982,-3.462310422092799,-3.0474123968649707,-2.88135335634242,-2.0963458703518723,-1.855604813878391,-1.143376778776678,-1.0802134515560675,-0.4776865492179616
0.6340000000002199,0.9152180396841081,-3.830965137085797,-3.46882956919055,-3.0534760007494226,-2.886990402480125,-2.1008166106577306,-1.8595550503830829,-1.1456619289123546,-1.0849134657393134,-0.4794462762887973
0.6350000000002199,0.9155764724727046,-3.838815849579365,-3.4753463451454207,-3.0595360739363966,-2.892623253688946,-2.1052826426402893,-1.8635046986266675,-1.147946078248144,-1.0895974847828258,-0.48119250381024864
0.63600000000022,0.9159320126748727,-3.8466601069010657,-3.4818607780362694,-3.06559264384757,-2.898251972968131,-2.1097440388448327,-1.8674537745705635,-1.1502292980557562,-1.0942655985652403,-0.48292560110038474
0.63700000000022,0.9162847031921398,-3.8544979956868137,-3.4883728952208806,-3.0716457375609267,-2.903876621647195,-2.114200869844712,-1.8714022935546508,-1.1525116688472148,-1.0989178863618065,-0.48464592397727896
0.63800000000022,0.9166345858518565,-3.8623296004868224,-3.49488272336434,-3.0776953818190136,-2.9094972594498287,-2.118653204318828,-1.875350270321624,-1.1547932823979388,-1.1035544148006287,-0.4863538153664054
0.63900000000022,0.9169817014468031,-3.870155003840539,-3.5013902884659203,-3.0837416030367732,-2.9151139445546335,-2.123101109125233,-1.879297719040168,-1.1570742443070647,-1.1081752352842391,-0.4880496058758174
0.64000000000022,0.9173260897728738,-3.877974286348018,-3.507895615884625,-3.0897844273090835,-2.9207267336528937,-2.1275446493710017,-1.8832446533270197,-1.159354677268887,-1.1127803807025254,-0.48973361434110174
0.64100000000022,0.9176677896649558,-3.885787526737965,-3.514398730363492,-3.0958238804179663,-2.9263356820035327,-2.131983888478685,-1.8871910862679924,-1.161634725296168,-1.1173698611960834,-0.49140614834189134
0.64200000000022,0.9180068390311071,-3.893594801932593,-3.5208996560526287,-3.101859987839496,-2.931940843485473,-2.1364188882494806,-1.8911370304380049,-1.1639145592333053,-1.1219436586318712,-0.49306750469167826
0.64300000000022,0.918343274885135,-3.9013961871095204,-3.5273984165312022,-3.1078927747504475,-2.937542270647477,-2.140849708923364,-1.8950824979202043,-1.1661943840406312,-1.126501719309759,-0.4947179699024905
