u,v,Kc_base,Kc_new,delta,pred,deriv_mean,is_braess,correct
1,2,1.0900000000000631,1.2900000000000633,0.20000000000000018,True,0.0005668845350912388,True,True
1,8,1.0900000000000631,1.1600000000000632,0.07000000000000006,True,0.00022748310174525166,True,True
1,15,1.0900000000000631,2.2000000000000597,1.1099999999999965,True,0.0012594286718041747,True,True
2,5,1.0900000000000631,1.2100000000000632,0.1200000000000001,True,0.00043424037506567537,True,True
2,7,1.0900000000000631,1.1900000000000632,0.10000000000000009,True,0.0003674729659162157,True,True
2,8,1.0900000000000631,1.1000000000000631,0.010000000000000009,True,5.6891429407013305e-05,True,True
2,10,1.0900000000000631,1.1900000000000632,0.10000000000000009,True,0.00035026422333284124,True,True
2,11,1.0900000000000631,1.1200000000000632,0.030000000000000027,True,0.00017690390204916362,True,True
2,14,1.0900000000000631,1.1100000000000632,0.020000000000000018,True,0.00010275063734588308,True,True
2,15,1.0900000000000631,1.1200000000000632,0.030000000000000027,True,0.00013528110730609555,True,True
3,5,1.0900000000000631,1.2700000000000633,0.18000000000000016,True,0.000561011356523311,True,True
3,7,1.0900000000000631,1.1000000000000631,0.010000000000000009,True,0.00010594691538590162,True,True
3,14,1.0900000000000631,1.1100000000000632,0.020000000000000018,True,0.00010402434549838802,True,True
3,15,1.0900000000000631,1.1300000000000632,0.040000000000000036,True,0.0001628407408504895,True,True
4,15,1.0900000000000631,1.1000000000000631,0.010000000000000009,True,5.4558967381046486e-05,True,True
5,6,1.0900000000000631,1.4400000000000635,0.3500000000000003,True,0.0008593685725835076,True,True
5,9,1.0900000000000631,1.3600000000000634,0.27000000000000024,True,0.0006807245039734955,True,True
5,12,1.0900000000000631,1.2600000000000633,0.17000000000000015,True,0.0006074225102030706,True,True
6,10,1.0900000000000631,1.1100000000000632,0.020000000000000018,True,0.00010422510985041988,True,True
6,14,1.0900000000000631,1.1900000000000632,0.10000000000000009,True,0.00034681294057414824,True,True
6,15,1.0900000000000631,1.2100000000000632,0.1200000000000001,True,0.00040445970364233474,True,True
6,16,1.0900000000000631,3.8500000000000245,2.7599999999999616,True,0.0016422647372660304,True,True
7,8,1.0900000000000631,1.1200000000000632,0.030000000000000027,True,0.00012545398709562505,True,True
7,9,1.0900000000000631,1.1200000000000632,0.030000000000000027,True,0.00014314544059335077,True,True
7,12,1.0900000000000631,1.1400000000000632,0.050000000000000044,True,0.00022750248577607657,True,True
7,15,1.0900000000000631,1.5400000000000635,0.4500000000000004,True,0.0009490686875843757,True,True
8,14,1.0900000000000631,1.1800000000000632,0.09000000000000008,True,0.00032248759375042013,True,True
9,14,1.0900000000000631,1.1400000000000632,0.050000000000000044,True,0.00020500374242216068,True,True
10,12,1.0900000000000631,1.1400000000000632,0.050000000000000044,True,0.0002180308169712486,True,True
10,14,1.0900000000000631,1.4600000000000635,0.37000000000000033,True,0.0008358158161405616,True,True
10,15,1.0900000000000631,1.5700000000000636,0.4800000000000004,True,0.0009308525341291674,True,True
11,13,1.0900000000000631,1.1400000000000632,0.050000000000000044,True,0.00019347539144654036,True,True
11,14,1.0900000000000631,1.2500000000000633,0.16000000000000014,True,0.0005586225561799996,True,True
11,16,1.0900000000000631,1.6900000000000637,0.6000000000000005,True,0.0012189333461452012,True,True
12,14,1.0900000000000631,1.1300000000000632,0.040000000000000036,True,0.0001940177479629046,True,True
12,15,1.0900000000000631,1.1500000000000632,0.06000000000000005,True,0.00023886043887610953,True,True
