u,v,Kc_base,Kc_new,delta,pred,deriv_mean,is_braess,correct
0,3,5.14000000000005,5.480000000000043,0.33999999999999275,True,0.001780931523251983,True,True
0,5,5.14000000000005,5.1800000000000495,0.03999999999999915,False,-0.14379388732222453,True,False
0,19,5.14000000000005,5.16000000000005,0.019999999999999574,False,-0.005903700946794488,True,False
1,11,5.14000000000005,5.16000000000005,0.019999999999999574,False,-1.831577081263206,True,False
1,17,5.14000000000005,5.15000000000005,0.009999999999999787,False,-3.1277744814052784,True,False
3,8,5.14000000000005,5.240000000000048,0.09999999999999787,True,0.16829846539573567,True,True
5,11,5.14000000000005,5.15000000000005,0.009999999999999787,False,-3.4724861126741358,True,False
8,11,5.14000000000005,5.260000000000048,0.11999999999999744,False,-3.5019017762678892,True,False
8,16,5.14000000000005,5.260000000000048,0.11999999999999744,True,0.24143331103111332,True,True
8,19,5.14000000000005,5.16000000000005,0.019999999999999574,False,-2.170116649552332,True,False
16,18,5.14000000000005,5.190000000000049,0.049999999999998934,True,0.1926189562828089,True,True
