u,v,Kc_base,Kc_new,delta,pred,deriv_mean,is_braess,correct
0,1,2.740000000000048,3.180000000000039,0.4399999999999906,False,-1.9491694171278464,True,False
0,4,2.740000000000048,3.2400000000000375,0.49999999999998934,False,-1.9813858238929112,True,False
0,5,2.740000000000048,3.210000000000038,0.46999999999999,False,-1.9636314383230171,True,False
0,11,2.740000000000048,2.740000000000048,0.0,False,-0.8251171203749749,False,True
0,12,2.740000000000048,3.12000000000004,0.3799999999999919,False,-2.18570625531092,True,False
0,13,2.740000000000048,3.13000000000004,0.3899999999999917,False,-2.0522777583630765,True,False
1,6,2.740000000000048,3.1900000000000386,0.4499999999999904,False,-0.037155684457439775,True,False
3,10,2.740000000000048,2.9200000000000443,0.17999999999999616,False,-0.5144324476424136,True,False
4,6,2.740000000000048,2.740000000000048,0.0,False,-0.0002689283708148249,False,True
4,11,2.740000000000048,4.830000000000004,2.0899999999999554,False,-1.9606132959583753,True,False
5,11,2.740000000000048,4.6500000000000075,1.9099999999999593,False,-1.9570611815713583,True,False
6,9,2.740000000000048,2.740000000000048,0.0,False,-0.00020289089337566235,False,True
6,13,2.740000000000048,,,False,-0.20848073520873323,False,True
7,11,2.740000000000048,2.740000000000048,0.0,False,-1.955930907727407,False,True
8,14,2.740000000000048,3.180000000000039,0.4399999999999906,True,0.15456198148972033,True,True
