u,v,Kc_base,Kc_new,delta,pred,deriv_mean,is_braess,correct
0,9,1.1800000000000632,2.1200000000000614,0.9399999999999982,False,-0.03312286046775004,True,False
0,10,1.1800000000000632,1.0900000000000631,-0.09000000000000008,False,-0.12410449561028436,False,True
0,11,1.1800000000000632,1.9300000000000639,0.7500000000000007,True,0.01132907653197246,True,True
0,12,1.1800000000000632,0.920000000000063,-0.26000000000000023,True,0.01836539683755478,False,False
0,16,1.1800000000000632,1.1900000000000632,0.010000000000000009,True,0.020707135338099647,True,True
1,16,1.1800000000000632,1.2200000000000633,0.040000000000000036,False,-2.5984752338778603,True,False
2,12,1.1800000000000632,1.1900000000000632,0.010000000000000009,True,0.013211057509556312,True,True
2,15,1.1800000000000632,1.2000000000000632,0.020000000000000018,False,-0.043921523342682844,True,False
2,16,1.1800000000000632,1.2500000000000633,0.07000000000000006,True,0.05327548794348447,True,True
5,11,1.1800000000000632,1.1900000000000632,0.010000000000000009,False,-0.015196584743117247,True,False
5,16,1.1800000000000632,1.2200000000000633,0.040000000000000036,False,-0.0014360786540490444,True,False
6,9,1.1800000000000632,1.2000000000000632,0.020000000000000018,False,-2.7020742671137654,True,False
6,12,1.1800000000000632,1.2300000000000633,0.050000000000000044,True,0.0486581848682075,True,True
6,14,1.1800000000000632,1.2200000000000633,0.040000000000000036,True,0.12843956399556444,True,True
7,11,1.1800000000000632,1.1900000000000632,0.010000000000000009,False,-0.020360163006035492,True,False
7,15,1.1800000000000632,1.1900000000000632,0.010000000000000009,False,-0.03155111188137072,True,False
8,10,1.1800000000000632,1.2000000000000632,0.020000000000000018,True,0.16550434253634116,True,True
8,11,1.1800000000000632,1.2300000000000633,0.050000000000000044,False,-1.3904606600812017,True,False
8,12,1.1800000000000632,1.1900000000000632,0.010000000000000009,True,0.04326287035448417,True,True
8,13,1.1800000000000632,1.2100000000000632,0.030000000000000027,True,0.003998285459800854,True,True
8,15,1.1800000000000632,1.2300000000000633,0.050000000000000044,False,-0.006913967677805166,True,False
8,16,1.1800000000000632,1.2800000000000633,0.10000000000000009,True,0.06970160308955253,True,True
10,12,1.1800000000000632,1.1900000000000632,0.010000000000000009,True,0.028942873423475568,True,True
