u,v,Kc_base,Kc_new,delta,pred,deriv_mean,is_braess,correct
0,3,3.030000000000042,3.740000000000027,0.7099999999999849,False,-0.32169603528348567,True,False
0,5,3.030000000000042,3.5600000000000307,0.5299999999999887,False,-0.18884179543662338,True,False
0,7,3.030000000000042,2.880000000000045,-0.1499999999999968,False,-0.17645588431585357,False,True
0,13,3.030000000000042,3.3300000000000356,0.2999999999999936,False,-0.23841296405332182,True,False
3,5,3.030000000000042,3.0900000000000407,0.05999999999999872,True,0.11054218765303514,True,True
3,7,3.030000000000042,3.0900000000000407,0.05999999999999872,True,0.10597352819377392,True,True
3,8,3.030000000000042,3.1100000000000403,0.0799999999999983,True,0.1365904094754652,True,True
3,13,3.030000000000042,3.040000000000042,0.009999999999999787,True,0.06612654028597564,True,True
3,16,3.030000000000042,3.170000000000039,0.13999999999999702,True,0.23486707387030603,True,True
3,18,3.030000000000042,3.12000000000004,0.08999999999999808,True,0.14585295048092128,True,True
4,5,3.030000000000042,3.0900000000000407,0.05999999999999872,True,0.21571676924057437,True,True
4,7,3.030000000000042,3.1000000000000405,0.06999999999999851,True,0.20931238304447186,True,True
4,8,3.030000000000042,3.1100000000000403,0.0799999999999983,True,0.24328193612281349,True,True
4,16,3.030000000000042,3.1500000000000394,0.11999999999999744,True,0.3366181104360292,True,True
4,18,3.030000000000042,3.12000000000004,0.08999999999999808,True,0.25395906131227874,True,True
5,13,3.030000000000042,3.0900000000000407,0.05999999999999872,True,0.2652399248334889,True,True
5,16,3.030000000000042,3.080000000000041,0.049999999999998934,True,0.0486348165127759,True,True
6,7,3.030000000000042,3.070000000000041,0.03999999999999915,True,0.015437170135528921,True,True
6,8,3.030000000000042,3.1000000000000405,0.06999999999999851,True,0.028773165044423732,True,True
6,16,3.030000000000042,3.170000000000039,0.13999999999999702,True,0.09777152225685071,True,True
6,18,3.030000000000042,3.1000000000000405,0.06999999999999851,True,0.0343138625719237,True,True
7,13,3.030000000000042,3.1000000000000405,0.06999999999999851,True,0.2583496710008969,True,True
7,16,3.030000000000042,3.0600000000000414,0.02999999999999936,True,0.042128176083392144,True,True
8,13,3.030000000000042,3.1000000000000405,0.06999999999999851,True,0.29245345369584974,True,True
8,16,3.030000000000042,3.0500000000000416,0.019999999999999574,True,0.03167966537725786,True,True
12,16,3.030000000000042,3.080000000000041,0.049999999999998934,False,-0.012835550944875762,True,False
13,16,3.030000000000042,3.1400000000000396,0.10999999999999766,True,0.3814756360101864,True,True
13,18,3.030000000000042,3.1100000000000403,0.0799999999999983,True,0.3033605641496474,True,True
15,16,3.030000000000042,3.1400000000000396,0.10999999999999766,True,0.006244021803748612,True,True
