u,v,Kc_base,Kc_new,delta,pred,deriv_mean,is_braess,correct
0,7,0.930000000000063,0.930000000000063,0.0,True,0.007804772482811195,False,False
1,4,0.930000000000063,0.930000000000063,0.0,False,-0.0003036068830282179,False,True
1,7,0.930000000000063,0.930000000000063,0.0,True,0.005668879248007741,False,False
1,9,0.930000000000063,0.930000000000063,0.0,False,-1.670345124285958,False,True
2,5,0.930000000000063,0.930000000000063,0.0,True,0.0016713034212412214,False,False
2,6,0.930000000000063,0.920000000000063,-0.010000000000000009,True,0.0010503071847105527,False,False
2,7,0.930000000000063,0.930000000000063,0.0,True,0.005939919826798867,False,False
3,4,0.930000000000063,0.930000000000063,0.0,True,0.00844610267877699,False,False
3,6,0.930000000000063,0.920000000000063,-0.010000000000000009,True,0.013030968958148259,False,False
3,7,0.930000000000063,0.930000000000063,0.0,True,0.023479224574042945,False,False
4,9,0.930000000000063,0.930000000000063,0.0,True,8.7919904152578e-06,False,False
5,6,0.930000000000063,0.930000000000063,0.0,False,-0.0009559295154537573,False,True
5,7,0.930000000000063,0.930000000000063,0.0,True,0.00024112715223800762,False,False
5,9,0.930000000000063,0.940000000000063,0.010000000000000009,True,0.002658756938804796,True,True
6,9,0.930000000000063,0.930000000000063,0.0,True,0.002061878499220793,False,False
7,9,0.930000000000063,0.930000000000063,0.0,False,-1.3514538298917516,False,True
