u,v,Kc_base,Kc_new,delta,pred,deriv_mean,is_braess,correct
0,3,0.6500000000000627,0.6700000000000628,0.020000000000000018,True,1.1650538145214218,True,True
2,3,0.6500000000000627,0.7200000000000628,0.07000000000000006,True,1.7078037980384182,True,True
2,4,0.6500000000000627,1.3100000000000633,0.6600000000000006,True,0.8581955017286644,True,True
2,6,0.6500000000000627,1.2300000000000633,0.5800000000000005,True,1.7659714375872841,True,True
2,7,0.6500000000000627,0.6500000000000627,0.0,True,1.4819516179618621,False,False
2,9,0.6500000000000627,0.970000000000063,0.3200000000000003,True,0.24051940320438434,True,True
3,8,0.6500000000000627,1.7200000000000637,1.070000000000001,True,1.8233751571016428,True,True
4,8,0.6500000000000627,1.0700000000000631,0.4200000000000004,True,0.8498485935166592,True,True
5,8,0.6500000000000627,0.6800000000000628,0.030000000000000027,True,0.48450193756412185,True,True
6,8,0.6500000000000627,1.1900000000000632,0.5400000000000005,True,1.6221282905362528,True,True
8,9,0.6500000000000627,1.5100000000000635,0.8600000000000008,True,0.6337212477937417,True,True
