u,v,Kc_base,Kc_new,delta,pred,deriv_mean,is_braess,correct
0,1,1.3300000000000634,1.3400000000000634,0.010000000000000009,True,0.0009927209820246308,True,True
0,2,1.3300000000000634,1.3400000000000634,0.010000000000000009,False,-0.016539016009229246,True,False
0,3,1.3300000000000634,1.3400000000000634,0.010000000000000009,False,-0.013533277275388778,True,False
0,7,1.3300000000000634,1.3600000000000634,0.030000000000000027,False,-0.4899756604470603,True,False
0,9,1.3300000000000634,1.3400000000000634,0.010000000000000009,True,0.024347962647254584,True,True
0,12,1.3300000000000634,2.7200000000000486,1.3899999999999852,True,0.5893540085727007,True,True
0,17,1.3300000000000634,1.3400000000000634,0.010000000000000009,True,0.002385708254801888,True,True
1,5,1.3300000000000634,1.3900000000000634,0.06000000000000005,True,2.2981899455608676,True,True
1,8,1.3300000000000634,1.3400000000000634,0.010000000000000009,True,0.05988217403407636,True,True
1,11,1.3300000000000634,1.3400000000000634,0.010000000000000009,True,2.2724222879617066,True,True
1,12,1.3300000000000634,1.0800000000000631,-0.2500000000000002,True,1.95384023566472,False,False
1,14,1.3300000000000634,1.3500000000000634,0.020000000000000018,True,2.982341171511299,True,True
2,5,1.3300000000000634,1.3600000000000634,0.030000000000000027,True,2.268835568405737,True,True
2,11,1.3300000000000634,1.3400000000000634,0.010000000000000009,True,2.27087709591478,True,True
2,12,1.3300000000000634,2.000000000000064,0.6700000000000006,True,0.8604122717331913,True,True
2,14,1.3300000000000634,1.3400000000000634,0.010000000000000009,True,2.9776064283660433,True,True
3,5,1.3300000000000634,1.3600000000000634,0.030000000000000027,True,2.2704128493951794,True,True
3,11,1.3300000000000634,1.3400000000000634,0.010000000000000009,True,2.2781371409709306,True,True
3,14,1.3300000000000634,1.3500000000000634,0.020000000000000018,True,2.986382569470805,True,True
4,5,1.3300000000000634,1.5000000000000635,0.17000000000000015,True,0.5568058966256683,True,True
4,11,1.3300000000000634,1.3600000000000634,0.030000000000000027,True,2.542955038743868,True,True
4,14,1.3300000000000634,1.3400000000000634,0.010000000000000009,True,2.4278652438426116,True,True
5,7,1.3300000000000634,1.1000000000000631,-0.2300000000000002,True,0.6154759198794708,False,False
5,9,1.3300000000000634,1.4200000000000634,0.09000000000000008,True,2.330449971123388,True,True
5,10,1.3300000000000634,1.3500000000000634,0.020000000000000018,True,0.5527253944690309,True,True
5,15,1.3300000000000634,1.4700000000000635,0.14000000000000012,True,0.5806750485905298,True,True
5,16,1.3300000000000634,2.940000000000044,1.6099999999999806,False,-3.152136076969525,True,False
6,13,1.3300000000000634,1.2000000000000632,-0.13000000000000012,True,0.6564749010285631,False,False
6,14,1.3300000000000634,1.3900000000000634,0.06000000000000005,True,2.7310811149691707,True,True
7,11,1.3300000000000634,1.3500000000000634,0.020000000000000018,True,2.4566796054782136,True,True
7,14,1.3300000000000634,1.3400000000000634,0.010000000000000009,True,2.370341019379544,True,True
7,15,1.3300000000000634,1.3500000000000634,0.020000000000000018,True,0.02560140438771341,True,True
8,11,1.3300000000000634,1.3400000000000634,0.010000000000000009,True,2.2565171663796266,True,True
8,14,1.3300000000000634,1.3400000000000634,0.010000000000000009,True,2.2529786893657984,True,True
9,11,1.3300000000000634,1.3400000000000634,0.010000000000000009,True,2.952715454511394,True,True
9,14,1.3300000000000634,1.3400000000000634,0.010000000000000009,True,2.9556749234844295,True,True
10,11,1.3300000000000634,1.3700000000000634,0.040000000000000036,True,2.647149739965875,True,True
10,14,1.3300000000000634,1.3600000000000634,0.030000000000000027,True,2.543857044010175,True,True
11,15,1.3300000000000634,1.3700000000000634,0.040000000000000036,True,2.606896953809623,True,True
11,17,1.3300000000000634,1.3400000000000634,0.010000000000000009,True,2.969438778006431,True,True
11,18,1.3300000000000634,1.3400000000000634,0.010000000000000009,True,2.2527265312918905,True,True
12,16,1.3300000000000634,4.020000000000021,2.6899999999999578,True,0.7817886812956383,True,True
12,18,1.3300000000000634,1.2300000000000633,-0.10000000000000009,True,0.8439290350664471,False,False
13,15,1.3300000000000634,3.360000000000035,2.029999999999972,True,1.4446842088312342,True,True
14,15,1.3300000000000634,1.3500000000000634,0.020000000000000018,True,2.4947329904883944,True,True
14,17,1.3300000000000634,1.3400000000000634,0.010000000000000009,True,2.974060003205209,True,True
14,18,1.3300000000000634,1.3400000000000634,0.010000000000000009,True,2.2467404134898956,True,True
