u,v,Kc_base,Kc_new,delta,pred,deriv_mean,is_braess,correct
0,1,3.080000000000041,3.170000000000039,0.08999999999999808,False,-0.04381426423199032,True,False
0,9,3.080000000000041,3.160000000000039,0.0799999999999983,False,-0.0361025701331365,True,False
0,10,3.080000000000041,3.160000000000039,0.0799999999999983,False,-0.03455643656295081,True,False
1,8,3.080000000000041,3.1500000000000394,0.06999999999999851,False,-0.021780471890510217,True,False
1,12,3.080000000000041,3.180000000000039,0.09999999999999787,True,1.8679884835456384,True,True
1,15,3.080000000000041,3.180000000000039,0.09999999999999787,False,-0.04628432228788064,True,False
8,9,3.080000000000041,3.13000000000004,0.049999999999998934,False,-0.016628582466831507,True,False
8,12,3.080000000000041,3.0900000000000407,0.009999999999999787,False,-0.010735625699389878,True,False
9,12,3.080000000000041,3.170000000000039,0.08999999999999808,False,-0.0510402033357926,True,False
9,15,3.080000000000041,3.160000000000039,0.0799999999999983,False,-0.03878049162236967,True,False
10,12,3.080000000000041,3.160000000000039,0.0799999999999983,False,-0.049158822258888936,True,False
10,15,3.080000000000041,3.160000000000039,0.0799999999999983,False,-0.03717828522031332,True,False
