u,v,Kc_base,Kc_new,delta,pred,deriv_mean,is_braess,correct
0,9,1.8500000000000638,2.1600000000000605,0.3099999999999967,True,0.3497424843141872,True,True
1,2,1.8500000000000638,1.9000000000000639,0.050000000000000044,True,0.025703525569677588,True,True
1,4,1.8500000000000638,1.960000000000064,0.1100000000000001,True,0.3616859015358509,True,True
1,5,1.8500000000000638,1.9000000000000639,0.050000000000000044,True,0.00614804732351093,True,True
1,6,1.8500000000000638,2.1500000000000608,0.29999999999999694,True,0.704319022345987,True,True
1,8,1.8500000000000638,1.9000000000000639,0.050000000000000044,True,0.011463561747586004,True,True
1,9,1.8500000000000638,1.980000000000064,0.13000000000000012,True,0.4712754835900057,True,True
1,12,1.8500000000000638,1.9000000000000639,0.050000000000000044,False,-0.004813429892696952,True,False
2,3,1.8500000000000638,1.960000000000064,0.1100000000000001,True,0.5531394970489178,True,True
2,4,1.8500000000000638,1.9300000000000639,0.08000000000000007,True,0.4217335550018064,True,True
2,6,1.8500000000000638,1.970000000000064,0.1200000000000001,True,0.7236611159371362,True,True
2,7,1.8500000000000638,1.9000000000000639,0.050000000000000044,True,0.035434373850986356,True,True
2,9,1.8500000000000638,1.940000000000064,0.09000000000000008,True,0.5147058195215358,True,True
2,11,1.8500000000000638,1.9000000000000639,0.050000000000000044,True,0.01668847408431806,True,True
2,12,1.8500000000000638,1.9000000000000639,0.050000000000000044,True,0.009968350591885056,True,True
2,13,1.8500000000000638,2.000000000000064,0.15000000000000013,False,-2.616664723125601,True,False
3,5,1.8500000000000638,1.960000000000064,0.1100000000000001,True,0.5114941725679087,True,True
3,7,1.8500000000000638,1.960000000000064,0.1100000000000001,True,0.40419742271254977,True,True
3,11,1.8500000000000638,2.1500000000000608,0.29999999999999694,True,0.1578785218475518,True,True
4,5,1.8500000000000638,1.9300000000000639,0.08000000000000007,True,0.37715533387249645,True,True
4,7,1.8500000000000638,1.9300000000000639,0.08000000000000007,True,0.2674399971689838,True,True
4,12,1.8500000000000638,1.990000000000064,0.14000000000000012,True,0.40232832605394436,True,True
5,6,1.8500000000000638,1.990000000000064,0.14000000000000012,True,0.7011583552492178,True,True
5,8,1.8500000000000638,1.9000000000000639,0.050000000000000044,True,0.028863760821917106,True,True
5,9,1.8500000000000638,1.950000000000064,0.10000000000000009,True,0.4791015421806641,True,True
5,11,1.8500000000000638,1.9000000000000639,0.050000000000000044,False,-0.00812296735485929,True,False
5,12,1.8500000000000638,1.9000000000000639,0.050000000000000044,False,-0.009634778682799716,True,False
6,7,1.8500000000000638,2.0200000000000635,0.1699999999999997,True,0.6337161157676219,True,True
6,8,1.8500000000000638,3.4300000000000335,1.5799999999999697,True,0.23705087131314317,True,True
6,11,1.8500000000000638,2.6900000000000492,0.8399999999999854,True,0.7132230684291759,True,True
7,8,1.8500000000000638,1.9000000000000639,0.050000000000000044,False,-0.031685906516062845,True,False
7,9,1.8500000000000638,1.950000000000064,0.10000000000000009,True,0.3864874118058539,True,True
7,10,1.8500000000000638,2.1700000000000603,0.3199999999999965,False,-0.7601323245666693,True,False
7,12,1.8500000000000638,1.9000000000000639,0.050000000000000044,False,-0.03005079346637829,True,False
7,13,1.8500000000000638,3.080000000000041,1.2299999999999771,False,-0.9470382186717152,True,False
9,11,1.8500000000000638,2.0600000000000627,0.20999999999999885,True,0.5015544043726663,True,True
9,12,1.8500000000000638,2.0300000000000633,0.1799999999999995,True,0.5055148634485258,True,True
