u,v,Kc_base,Kc_new,delta,pred,deriv_mean,is_braess,correct
1,9,1.8500000000000638,1.8600000000000638,0.010000000000000009,True,0.02219779460080351,True,True
1,12,1.8500000000000638,1.8600000000000638,0.010000000000000009,True,0.017449910727951656,True,True
1,15,1.8500000000000638,1.8600000000000638,0.010000000000000009,True,0.02418289387453043,True,True
8,9,1.8500000000000638,1.8600000000000638,0.010000000000000009,True,0.030986836300461063,True,True
8,15,1.8500000000000638,1.8600000000000638,0.010000000000000009,True,0.033453333254922724,True,True
9,11,1.8500000000000638,1.8600000000000638,0.010000000000000009,True,0.041816896706782125,True,True
9,14,1.8500000000000638,1.8600000000000638,0.010000000000000009,True,0.05062367737923834,True,True
11,12,1.8500000000000638,1.8600000000000638,0.010000000000000009,True,0.03597431388172745,True,True
11,15,1.8500000000000638,1.8600000000000638,0.010000000000000009,True,0.0454551171916342,True,True
12,14,1.8500000000000638,1.8600000000000638,0.010000000000000009,True,0.04505580018478306,True,True
14,15,1.8500000000000638,1.8600000000000638,0.010000000000000009,True,0.055257365078621556,True,True
