u,v,Kc_base,Kc_new,delta,pred,deriv_mean,is_braess,correct
0,4,3.680000000000028,3.7100000000000275,0.02999999999999936,False,-0.04274903338436918,True,False
0,9,3.680000000000028,3.7000000000000277,0.019999999999999574,False,-0.01522138275646448,True,False
2,9,3.680000000000028,3.8600000000000243,0.17999999999999616,False,-0.01931281494423477,True,False
4,5,3.680000000000028,3.7200000000000273,0.03999999999999915,False,-0.0022237686879667123,True,False
4,10,3.680000000000028,3.7100000000000275,0.02999999999999936,False,-0.04374648313967407,True,False
4,12,3.680000000000028,3.7500000000000266,0.06999999999999851,False,-0.05221884899454608,True,False
4,13,3.680000000000028,3.7100000000000275,0.02999999999999936,True,0.0041854592818798275,True,True
4,14,3.680000000000028,3.730000000000027,0.049999999999998934,False,-0.012433105780151929,True,False
5,9,3.680000000000028,3.740000000000027,0.05999999999999872,False,-0.0438009937178398,True,False
9,10,3.680000000000028,3.7000000000000277,0.019999999999999574,False,-0.015672565452336404,True,False
9,12,3.680000000000028,3.830000000000025,0.1499999999999968,False,-0.05268487659476735,True,False
9,13,3.680000000000028,3.7600000000000264,0.0799999999999983,False,-0.0425391679111808,True,False
9,14,3.680000000000028,3.7500000000000266,0.06999999999999851,False,-0.05409735614013615,True,False
9,19,3.680000000000028,3.690000000000028,0.009999999999999787,False,-0.04963564854877421,True,False
14,19,3.680000000000028,3.7000000000000277,0.019999999999999574,False,-0.017717013356846237,True,False
